SEGMENT_ID,HIGHWAY_NUMBER,REGION,SEGMENT_LENGTH_KM,LANE_COUNT,SURFACE_TYPE,CONDITION_INDEX,LAST_INSPECTION_DATE,TRAFFIC_VOLUME_DAILY,ACCIDENT_COUNT_ANNUAL,SPEED_LIMIT,WINTER_MAINTENANCE_PRIORITY,BRIDGE_COUNT,CULVERT_COUNT,REHABILITATION_YEAR,ESTIMATED_REPLACEMENT_COST,LAST_UPDATED
SEG_00037,404,Ottawa,39.3,2,Asphalt,8.1,2023-01-25,195983,7,40,A,3,1,2028,11023099.0,2026-02-28
SEG_00038,401,Eastern,17.7,8,Composite,5.1,2025-08-23,17406,4,110,B,1,10,2019,45580473.0,2026-03-08
SEG_00078,7,Hamilton,1.0,6,Composite,9.0,2025-02-08,65995,14,50,D,3,2,2015,18609028.0,2026-04-04
SEG_00195,403,Northern,47.3,6,Composite,4.0,2024-11-23,63057,41,100,D,1,8,2016,21087686.0,2026-01-24
SEG_00181,11,Ottawa,19.5,5,Composite,2.0,2023-09-18,141133,22,110,C,5,0,2020,28294397.0,2026-01-10
SEG_00212,403,Durham,30.6,8,Concrete,8.0,2023-03-10,71231,9,60,A,2,9,2030,13341643.0,2026-02-23
SEG_00389,407,Waterloo,23.0,3,Gravel,3.2,2024-08-02,149786,21,50,C,1,10,2025,21602357.0,2026-05-11
SEG_00263,407,Hamilton,34.4,2,Composite,6.8,2023-08-14,122502,25,50,B,3,6,2018,27685025.0,2026-06-16
SEG_00034,410,Ottawa,17.1,4,Composite,2.3,2024-06-26,24479,11,100,C,4,5,2025,39910048.0,2026-06-23
SEG_00108,400,GTA,4.1,6,Concrete,4.6,2025-06-15,104177,1,40,C,4,9,2024,18439271.0,2026-03-31
SEG_00391,401,Niagara,2.0,2,Asphalt,5.2,2026-06-15,73710,39,110,B,4,2,2021,7998641.0,2026-05-22
SEG_00232,401,Central,30.5,7,Gravel,4.2,2025-09-15,30541,31,60,C,5,7,2016,3837727.0,2026-07-15
SEG_00251,7,Durham,5.7,2,Asphalt,7.4,2023-01-26,175370,19,50,B,3,0,2027,45907600.0,2026-07-31
SEG_00314,QEW,Durham,22.6,6,Concrete,6.8,2025-07-23,76444,31,80,B,5,3,2027,22195534.0,2026-04-21
SEG_00046,401,Hamilton,29.5,5,Asphalt,4.7,2025-06-24,113834,24,80,A,2,7,2018,48441638.0,2026-05-13
SEG_00236,401,Durham,39.6,2,Asphalt,5.0,2025-11-17,62260,31,60,D,2,4,2025,29579936.0,2026-04-07
SEG_00044,17,Waterloo,2.9,3,Composite,9.4,2024-05-18,79242,45,80,D,2,8,2025,5831699.0,2026-05-11
SEG_00180,401,Eastern,47.4,3,Composite,9.0,2023-11-27,21358,13,80,D,4,3,2018,4927705.0,2026-05-03
SEG_00403,404,Central,49.1,4,Composite,3.1,2026-03-13,55620,16,80,C,2,0,2021,10345472.0,2026-04-17
SEG_00454,QEW,GTA,8.9,2,Concrete,9.4,2025-10-19,104619,4,40,B,2,2,2021,31358523.0,2026-02-24
SEG_00042,11,GTA,24.9,3,Composite,1.0,2023-03-08,66384,49,110,B,4,9,2024,27450224.0,2026-03-02
SEG_00244,404,Niagara,3.8,2,Asphalt,2.0,2025-05-19,38806,9,80,A,5,8,2017,35120986.0,2026-03-28
SEG_00353,69,Waterloo,47.3,6,Gravel,2.0,2025-06-14,119047,48,80,D,3,4,2025,5629184.0,2026-03-11
SEG_00384,11,Durham,17.5,6,Concrete,5.1,2026-07-20,58971,8,50,D,3,6,2022,44070055.0,2026-06-26
SEG_00208,7,Durham,37.8,3,Asphalt,7.4,2024-07-29,101881,7,110,A,0,6,2025,579854.0,2026-06-30
SEG_00276,403,Central,35.6,3,Composite,6.5,2025-08-02,124840,18,60,D,2,10,2028,37586071.0,2026-03-05
SEG_00402,69,Eastern,17.7,3,Gravel,6.0,2025-06-28,164612,46,60,B,1,3,2028,29637359.0,2026-06-05
SEG_00232,69,Ottawa,22.6,4,Gravel,1.0,2024-04-16,59264,21,80,A,3,7,2019,49499658.0,2026-04-07
SEG_00500,11,Ottawa,19.9,4,Composite,2.6,2023-05-08,90313,40,80,A,2,9,2016,32106989.0,2026-02-26
SEG_00253,410,Northern,46.3,7,Asphalt,7.4,2026-07-14,173329,39,50,A,0,0,2019,19211401.0,2026-06-29
SEG_00129,404,Ottawa,24.5,7,Gravel,9.7,2025-12-27,38720,45,60,B,1,2,2017,48394140.0,2026-01-30
SEG_00496,17,Durham,34.4,8,Asphalt,9.3,2023-10-02,95435,9,40,D,2,3,2024,21787517.0,2026-07-30
SEG_00275,17,Ottawa,25.4,7,Gravel,2.2,2025-01-02,105201,13,80,D,1,8,2015,42454111.0,2026-04-01
SEG_00087,7,Central,43.8,6,Composite,4.1,2026-01-09,100368,20,40,A,1,10,2024,22128120.0,2026-02-13
SEG_00113,403,Eastern,26.1,8,Composite,10.0,2025-05-15,151637,14,100,A,3,8,2019,3410358.0,2026-02-07
SEG_00187,410,Ottawa,43.4,5,Asphalt,6.1,2023-09-07,95951,36,110,B,0,6,2024,30206908.0,2026-02-19
SEG_00371,QEW,Durham,3.5,4,Asphalt,5.2,2023-04-17,172043,1,100,C,5,1,2025,24758986.0,2026-02-06
SEG_00481,401,Waterloo,21.3,6,Concrete,9.5,2023-07-22,177098,0,50,A,0,2,2026,4511607.0,2026-03-23
SEG_00266,403,Eastern,24.1,2,Gravel,6.0,2025-05-31,121700,33,60,B,3,2,2017,31653640.0,2026-06-13
SEG_00309,7,Northern,45.3,8,Asphalt,9.3,2024-11-09,59030,10,40,A,2,9,2022,31729706.0,2026-02-23
SEG_00138,400,Ottawa,33.1,3,Concrete,8.7,2025-08-05,75006,41,80,C,1,6,2026,8058085.0,2026-01-13
SEG_00366,410,Eastern,28.7,4,Asphalt,3.4,2024-11-16,133693,0,60,D,0,9,2020,43653838.0,2026-05-19
SEG_00449,11,Eastern,2.9,6,Composite,4.2,2026-04-23,94460,48,110,A,1,1,2020,44213390.0,2026-04-13
SEG_00422,17,Waterloo,27.5,3,Asphalt,8.4,2025-01-10,77349,10,40,A,1,1,2025,1209353.0,2026-05-09
SEG_00483,400,Ottawa,38.2,5,Asphalt,4.6,2024-06-01,173356,44,40,B,0,10,2023,25216094.0,2026-01-10
SEG_00103,403,Durham,7.8,7,Gravel,9.8,2023-09-16,128354,31,100,A,0,8,2024,45651839.0,2026-05-19
SEG_00459,407,Northern,17.0,5,Concrete,9.0,2023-07-27,5914,35,60,D,2,6,2023,31473942.0,2026-02-16
SEG_00099,403,Southwestern,36.8,8,Gravel,9.1,2024-10-24,67872,5,110,A,1,5,2024,18532137.0,2026-03-20
SEG_00095,403,Hamilton,7.5,2,Concrete,2.3,2024-09-22,191094,35,100,B,2,9,2026,5680667.0,2026-07-15
SEG_00047,QEW,Hamilton,3.8,4,Composite,5.0,2025-03-22,83453,46,80,B,3,2,2018,27752948.0,2026-05-03
SEG_00435,69,Hamilton,32.8,4,Gravel,7.2,2025-11-04,73458,45,110,B,3,4,2028,19101027.0,2026-04-14
SEG_00020,401,Hamilton,15.7,2,Composite,8.4,2025-05-17,49070,9,50,C,3,2,2029,29814395.0,2026-03-26
SEG_00061,69,Southwestern,10.0,6,Asphalt,9.9,2025-10-14,197360,47,80,D,5,0,2015,30569738.0,2026-06-05
SEG_00042,17,Niagara,6.6,6,Composite,1.9,2025-05-04,189161,16,100,C,2,4,2017,21449413.0,2026-02-17
SEG_00416,404,Durham,3.8,3,Asphalt,3.4,2023-07-21,75007,45,40,A,0,7,2024,45188017.0,2026-07-31
SEG_00107,7,Eastern,21.6,3,Asphalt,3.0,2025-07-31,169682,18,110,A,3,3,2015,14244163.0,2026-04-17
SEG_00364,404,Hamilton,15.7,4,Concrete,3.4,2024-02-19,85278,31,80,A,2,4,2016,39054699.0,2026-01-23
SEG_00191,400,Eastern,18.6,6,Gravel,8.7,2024-01-25,51757,33,110,C,0,9,2024,29105875.0,2026-03-24
SEG_00486,417,Eastern,37.8,6,Asphalt,5.1,2025-01-16,18673,22,110,D,5,5,2029,11638649.0,2026-01-21
SEG_00238,11,Waterloo,27.3,4,Asphalt,3.7,2025-05-17,39463,6,50,B,4,6,2027,48252467.0,2026-03-29
SEG_00491,401,Niagara,5.2,5,Asphalt,1.8,2026-05-15,183786,12,40,D,1,6,2015,9566883.0,2026-03-12
SEG_00269,403,Ottawa,39.6,3,Concrete,4.4,2025-12-23,167789,37,100,A,4,9,2020,31525924.0,2026-07-30
SEG_00350,QEW,Central,41.3,6,Asphalt,6.9,2025-02-22,2743,50,50,B,0,9,2017,49865227.0,2026-07-27
SEG_00082,401,Central,29.0,4,Composite,3.4,2023-03-17,180454,37,50,B,4,5,2026,44108654.0,2026-02-16
SEG_00277,17,Northern,9.4,5,Gravel,3.4,2023-08-15,69479,6,100,B,4,4,2027,21563506.0,2026-03-27
SEG_00405,17,GTA,25.6,2,Gravel,6.8,2024-04-05,101794,45,40,D,2,3,2016,29869243.0,2026-07-28
SEG_00067,QEW,Southwestern,10.8,2,Concrete,3.6,2023-01-18,60524,48,40,B,0,0,2024,36605406.0,2026-06-04
SEG_00278,11,Central,41.0,3,Gravel,8.5,2026-06-28,67115,16,60,C,2,3,2017,31075230.0,2026-04-05
SEG_00179,11,Waterloo,27.0,6,Gravel,3.2,2024-09-24,67590,46,60,C,4,0,2015,23294956.0,2026-05-02
SEG_00472,17,Southwestern,45.6,4,Asphalt,4.7,2025-06-14,3746,41,100,C,0,1,2018,37691290.0,2026-03-18
SEG_00143,17,GTA,34.4,4,Asphalt,4.0,2023-11-04,94681,28,50,C,4,1,2022,39122300.0,2026-07-15
SEG_00006,400,Eastern,33.1,5,Gravel,2.6,2026-03-23,158787,18,60,C,4,2,2029,16239795.0,2026-02-07
SEG_00394,417,Northern,11.6,7,Composite,7.5,2023-05-13,49064,29,110,C,0,9,2022,21627415.0,2026-04-02
SEG_00259,69,Southwestern,49.6,5,Concrete,3.8,2025-04-25,126757,37,60,D,0,5,2017,2269964.0,2026-01-04
SEG_00035,400,Northern,7.4,6,Gravel,9.3,2026-02-10,116515,50,100,B,0,7,2023,41141126.0,2026-02-24
SEG_00245,17,Hamilton,48.8,6,Asphalt,1.3,2024-01-19,74307,30,40,D,1,5,2027,16289773.0,2026-04-18
SEG_00426,400,Durham,42.2,7,Concrete,2.3,2024-11-17,30915,26,80,A,4,2,2026,32335148.0,2026-04-23
SEG_00228,404,Southwestern,25.2,6,Asphalt,4.6,2026-05-18,130061,10,50,D,0,8,2022,39502280.0,2026-03-22
SEG_00096,7,GTA,28.7,5,Composite,6.3,2023-09-13,116172,16,100,D,0,6,2026,8858949.0,2026-07-21
SEG_00451,QEW,Waterloo,41.0,2,Concrete,3.3,2026-07-20,197873,42,50,B,5,0,2021,35660012.0,2026-02-05
SEG_00474,401,GTA,5.4,5,Asphalt,3.8,2023-06-25,33642,30,80,C,2,10,2020,24795179.0,2026-06-19
SEG_00104,400,Waterloo,49.0,4,Asphalt,1.3,2024-09-08,10184,6,40,D,2,5,2018,40027349.0,2026-06-11
SEG_00374,11,Hamilton,41.4,6,Concrete,2.2,2024-07-13,187115,7,60,A,3,1,2019,35922949.0,2026-02-22
SEG_00323,401,Southwestern,35.5,4,Asphalt,8.7,2024-04-27,6815,15,100,D,3,3,2018,8164049.0,2026-03-31
SEG_00013,400,Hamilton,47.3,4,Gravel,1.4,2024-04-14,29373,8,50,C,2,10,2025,47782551.0,2026-01-25
SEG_00063,11,Hamilton,9.0,3,Asphalt,5.0,2023-12-19,183380,28,50,A,3,5,2026,41302018.0,2026-07-06
SEG_00320,407,Waterloo,41.2,3,Composite,2.8,2023-10-21,186068,3,50,D,0,3,2027,23877375.0,2026-06-17
SEG_00488,69,Northern,46.5,4,Concrete,6.9,2024-01-24,30216,46,100,D,5,0,2024,18633988.0,2026-07-01
SEG_00101,QEW,Southwestern,38.8,2,Concrete,8.0,2025-09-06,100139,14,50,C,3,5,2024,47762731.0,2026-06-02
SEG_00107,404,Eastern,3.8,5,Composite,4.3,2024-04-14,147496,11,110,A,2,2,2030,44754872.0,2026-01-15
SEG_00005,17,GTA,27.3,5,Composite,7.3,2024-04-29,109471,39,110,C,5,10,2020,15740172.0,2026-03-30
SEG_00062,11,Ottawa,34.4,2,Composite,5.8,2026-03-16,189817,7,40,A,5,5,2022,2445568.0,2026-05-01
SEG_00261,404,GTA,5.9,3,Gravel,7.7,2025-09-09,73173,19,100,B,0,7,2026,34423859.0,2026-04-02
SEG_00272,69,Southwestern,33.2,8,Gravel,6.1,2024-01-19,192061,13,40,B,4,7,2015,13035597.0,2026-06-12
SEG_00444,403,Central,45.9,7,Gravel,5.8,2023-03-15,187732,38,80,D,1,10,2019,49221481.0,2026-03-25
SEG_00260,11,Ottawa,14.8,2,Concrete,7.5,2025-04-13,91618,5,40,B,0,4,2026,10901285.0,2026-01-24
SEG_00176,69,Hamilton,32.2,8,Asphalt,2.7,2024-04-22,153187,44,40,A,2,6,2023,16875925.0,2026-07-19
SEG_00479,QEW,Durham,43.5,8,Composite,4.2,2025-03-21,79137,0,50,A,1,7,2020,21954950.0,2026-04-08
SEG_00112,11,Hamilton,47.0,6,Gravel,3.2,2023-05-07,110012,35,100,C,3,9,2016,26573005.0,2026-03-16
SEG_00437,400,Central,27.0,5,Composite,2.9,2024-09-28,175967,40,60,A,1,0,2019,4545354.0,2026-05-30
SEG_00473,401,Southwestern,30.4,5,Composite,3.9,2025-06-26,70173,46,110,B,1,2,2016,478243.0,2026-06-14
SEG_00280,407,Southwestern,44.1,5,Composite,3.4,2025-08-06,69234,41,80,D,3,2,2017,37600952.0,2026-04-03
SEG_00144,7,Hamilton,7.1,6,Concrete,8.4,2025-05-28,127516,14,110,D,2,6,2029,29899682.0,2026-05-24
SEG_00140,QEW,Central,1.7,6,Concrete,8.4,2025-02-12,50051,7,80,C,5,7,2016,2648006.0,2026-05-18
SEG_00107,401,Ottawa,27.6,7,Concrete,2.6,2023-12-17,49890,15,40,D,2,5,2018,11387541.0,2026-05-22
SEG_00088,QEW,Niagara,46.5,7,Composite,6.9,2025-06-08,152004,40,100,C,0,7,2015,24050397.0,2026-01-14
SEG_00307,417,Eastern,29.9,5,Composite,3.5,2025-09-28,132234,8,110,B,3,6,2029,43138806.0,2026-03-02
SEG_00327,407,GTA,31.3,4,Asphalt,9.0,2023-10-22,110038,17,110,A,4,7,2020,40730600.0,2026-05-17
SEG_00497,11,Niagara,35.0,8,Composite,9.8,2025-12-09,108099,4,60,B,0,6,2024,8509925.0,2026-07-21
SEG_00082,401,Durham,3.1,2,Asphalt,10.0,2025-05-19,141993,1,100,D,5,4,2027,630937.0,2026-07-10
SEG_00470,404,Waterloo,33.8,3,Concrete,2.7,2026-03-17,119466,45,50,D,4,0,2022,12698318.0,2026-07-21
SEG_00250,400,Durham,0.9,4,Concrete,6.5,2025-02-22,13033,11,40,B,2,9,2022,14589317.0,2026-03-05
SEG_00376,69,Eastern,2.7,7,Composite,5.5,2023-10-16,33342,40,110,A,0,2,2021,3375218.0,2026-07-23
SEG_00121,17,Durham,45.1,6,Composite,6.4,2026-05-31,52553,27,60,A,1,3,2027,42619283.0,2026-01-13
SEG_00471,69,Northern,8.5,6,Concrete,4.1,2026-06-09,23985,2,40,B,3,2,2022,40435611.0,2026-01-23
SEG_00498,403,Niagara,24.9,7,Gravel,6.7,2024-05-01,106925,8,60,D,4,4,2026,19866535.0,2026-02-10
SEG_00287,QEW,Southwestern,29.4,2,Composite,8.8,2023-03-30,115274,27,50,C,2,4,2020,1358574.0,2026-01-26
SEG_00059,QEW,Eastern,27.5,6,Concrete,1.8,2025-04-28,33743,5,100,A,4,8,2021,28645497.0,2026-02-25
SEG_00485,407,Northern,43.1,8,Concrete,2.1,2024-03-11,10356,27,40,A,4,4,2021,38788420.0,2026-02-10
SEG_00126,69,Ottawa,40.5,7,Concrete,1.5,2024-09-09,139480,29,50,C,2,4,2027,7173887.0,2026-06-07
SEG_00231,17,Southwestern,43.9,2,Gravel,1.9,2026-07-23,33648,18,110,B,2,6,2019,25108189.0,2026-03-30
SEG_00442,401,Central,41.2,2,Concrete,4.1,2024-03-18,12280,47,40,C,5,10,2026,5190265.0,2026-03-09
SEG_00314,7,Hamilton,21.1,4,Composite,5.6,2025-07-19,172141,38,100,A,3,2,2026,35885662.0,2026-01-19
SEG_00150,410,Waterloo,11.2,8,Asphalt,6.6,2025-11-08,75152,43,100,B,2,2,2017,3747223.0,2026-01-06
SEG_00253,400,Northern,27.3,6,Concrete,4.7,2026-04-06,84321,24,50,B,5,6,2023,16420163.0,2026-06-11
SEG_00135,11,Central,45.0,8,Concrete,3.6,2023-07-27,81711,49,110,A,4,6,2023,16690148.0,2026-06-14
SEG_00348,401,Niagara,9.7,2,Asphalt,3.4,2023-11-21,39744,29,80,C,0,4,2024,161899.0,2026-02-12
SEG_00085,401,Ottawa,34.2,6,Asphalt,2.1,2026-04-11,36131,44,40,C,1,0,2015,806044.0,2026-01-30
SEG_00377,11,Niagara,17.6,5,Gravel,3.4,2025-02-15,193111,33,50,C,2,7,2030,6153838.0,2026-05-03
SEG_00443,QEW,Niagara,23.6,5,Asphalt,7.4,2026-07-07,112523,28,100,C,1,7,2028,27349144.0,2026-07-13
SEG_00205,401,Niagara,26.5,4,Composite,8.7,2024-01-11,12419,30,110,D,4,3,2030,23220690.0,2026-03-23
SEG_00152,69,Northern,36.9,6,Composite,2.6,2025-05-01,195558,20,100,D,4,4,2027,23412169.0,2026-04-14
SEG_00370,11,Ottawa,12.5,2,Concrete,2.3,2023-07-18,7885,36,40,B,0,1,2022,45188823.0,2026-07-04
SEG_00424,17,GTA,3.4,7,Composite,5.6,2025-11-25,62463,45,110,C,0,2,2029,15202942.0,2026-07-28
SEG_00003,11,Southwestern,1.1,5,Concrete,1.5,2025-10-01,197799,24,110,C,4,0,2020,17614444.0,2026-04-21
SEG_00208,400,Waterloo,21.7,5,Composite,5.9,2023-11-06,105474,32,40,B,5,7,2023,42637511.0,2026-01-26
SEG_00417,QEW,Southwestern,41.3,4,Concrete,6.1,2024-05-27,96842,32,100,A,2,3,2021,40500429.0,2026-03-12
SEG_00035,410,Hamilton,8.0,2,Concrete,2.3,2024-06-22,121831,33,80,C,4,7,2027,9621977.0,2026-02-07
SEG_00453,69,Waterloo,13.4,3,Gravel,5.4,2024-09-13,162104,15,110,B,3,9,2028,9745959.0,2026-01-01
SEG_00057,403,Eastern,14.7,8,Gravel,9.6,2024-01-13,68099,50,100,C,2,9,2019,20258521.0,2026-06-15
SEG_00301,407,Niagara,29.8,5,Concrete,3.0,2026-04-08,132003,47,40,B,0,1,2028,30391207.0,2026-03-05
SEG_00174,7,Durham,4.7,5,Composite,4.1,2026-01-11,24396,32,60,D,0,7,2017,2449352.0,2026-05-13
SEG_00189,410,Central,42.0,2,Composite,3.5,2024-08-21,141429,27,80,A,4,3,2027,12537439.0,2026-06-17
SEG_00417,69,Southwestern,42.0,8,Composite,2.4,2025-07-02,183077,24,50,B,3,7,2017,46490358.0,2026-01-28
SEG_00327,417,Niagara,4.8,6,Concrete,9.7,2023-07-08,25131,28,110,C,0,0,2024,43853999.0,2026-02-20
SEG_00399,11,Northern,20.7,6,Composite,2.6,2025-05-03,173160,31,100,D,0,9,2015,6151883.0,2026-06-27
SEG_00020,7,Ottawa,47.7,5,Concrete,8.3,2025-05-28,9850,1,60,B,2,10,2021,27854970.0,2026-04-03
SEG_00474,400,Waterloo,0.5,6,Concrete,1.8,2025-01-06,140003,47,80,B,5,5,2018,3106455.0,2026-01-31
SEG_00470,404,Northern,5.2,7,Gravel,3.9,2026-07-09,52651,8,80,A,5,10,2030,2791362.0,2026-04-26
SEG_00049,407,Central,36.4,6,Concrete,2.6,2024-03-14,124243,2,50,A,4,5,2016,35358306.0,2026-05-19
SEG_00002,17,Hamilton,40.9,2,Asphalt,2.1,2024-12-26,160365,21,60,A,4,8,2025,28343065.0,2026-01-15
SEG_00366,404,Hamilton,8.4,7,Gravel,1.1,2023-10-13,160933,22,110,C,3,0,2027,37941202.0,2026-03-14
SEG_00471,401,Waterloo,46.3,7,Concrete,8.9,2025-07-05,196546,21,60,B,0,5,2026,2914734.0,2026-06-16
SEG_00498,403,Hamilton,49.1,2,Concrete,4.5,2026-06-06,169039,42,80,A,4,8,2023,30383661.0,2026-01-19
SEG_00109,407,Ottawa,11.5,5,Concrete,2.9,2026-01-14,132957,12,110,B,4,6,2022,38337137.0,2026-07-16
SEG_00438,407,Southwestern,34.9,2,Gravel,4.3,2026-07-07,100059,13,80,A,1,7,2030,2106158.0,2026-03-25
SEG_00128,7,Ottawa,43.2,3,Composite,4.8,2025-11-22,73672,30,60,D,0,2,2029,16708142.0,2026-03-28
SEG_00015,17,Eastern,41.2,5,Asphalt,8.2,2026-06-01,50969,24,40,B,1,0,2017,43829849.0,2026-05-05
SEG_00217,410,GTA,6.6,8,Concrete,5.8,2023-04-09,167901,29,110,D,1,1,2019,4330503.0,2026-02-02
SEG_00241,417,Southwestern,8.0,2,Concrete,3.8,2025-05-23,116944,45,50,A,5,4,2018,10868261.0,2026-06-15
SEG_00061,403,Northern,34.9,5,Asphalt,5.2,2025-04-06,192140,39,110,D,3,1,2028,853725.0,2026-06-27
SEG_00170,417,Waterloo,21.0,2,Gravel,3.6,2023-09-22,44249,33,100,C,5,1,2024,44880747.0,2026-07-31
SEG_00049,403,Waterloo,37.2,5,Gravel,4.4,2025-06-25,27399,5,100,C,4,7,2016,4181811.0,2026-02-22
SEG_00101,17,Central,32.1,5,Composite,5.5,2025-03-24,73263,43,110,B,1,5,2017,10155025.0,2026-04-03
SEG_00208,QEW,Durham,23.9,5,Asphalt,9.7,2024-09-12,34569,29,100,D,1,0,2030,3349598.0,2026-05-02
SEG_00139,403,Niagara,30.1,5,Concrete,3.3,2024-12-15,173270,12,80,A,0,5,2017,9779298.0,2026-01-22
SEG_00015,401,Central,36.1,2,Composite,8.8,2024-09-28,20515,40,60,C,2,1,2019,10068029.0,2026-03-15
SEG_00085,403,Waterloo,39.7,7,Composite,3.5,2026-01-11,157729,10,40,D,2,1,2028,1177212.0,2026-03-29
SEG_00003,QEW,Southwestern,4.9,4,Asphalt,5.1,2023-12-29,59883,33,110,C,2,2,2029,16428564.0,2026-05-09
SEG_00072,11,Eastern,37.0,8,Gravel,9.6,2023-11-03,169873,2,80,A,0,3,2018,46413309.0,2026-02-09
SEG_00064,400,Niagara,17.7,8,Asphalt,3.1,2023-06-09,86056,38,60,D,0,10,2022,38196808.0,2026-03-14
SEG_00148,410,Hamilton,33.2,8,Gravel,3.8,2026-06-18,194548,40,50,C,0,6,2029,17242994.0,2026-01-13
SEG_00147,410,Niagara,44.5,5,Composite,3.5,2025-07-31,56401,43,60,B,1,10,2024,30214208.0,2026-07-03
SEG_00415,404,Durham,26.1,8,Concrete,8.8,2025-01-03,4590,47,40,A,0,4,2028,10760159.0,2026-06-26
SEG_00240,401,Southwestern,17.2,7,Composite,5.6,2026-03-30,105184,14,50,A,3,7,2030,4950500.0,2026-01-06
SEG_00141,401,Niagara,35.8,5,Concrete,9.2,2023-11-27,188140,20,60,B,4,8,2022,43531131.0,2026-06-22
SEG_00411,410,GTA,47.5,5,Composite,7.3,2025-02-23,57060,6,50,A,2,2,2027,8356401.0,2026-05-16
SEG_00179,QEW,Eastern,22.7,5,Gravel,4.7,2025-04-05,36704,22,40,B,0,8,2016,7369546.0,2026-01-01
SEG_00161,17,Ottawa,21.4,3,Gravel,8.9,2023-10-31,121970,48,40,C,4,3,2019,27422204.0,2026-05-27
SEG_00013,407,Niagara,20.9,2,Concrete,7.7,2025-11-03,187000,42,80,A,1,3,2018,13080806.0,2026-06-02
SEG_00451,410,Ottawa,35.3,5,Gravel,9.6,2025-03-04,99024,30,110,A,1,3,2017,19928389.0,2026-05-19
SEG_00114,17,Northern,31.3,7,Concrete,2.0,2023-12-24,65347,21,100,C,1,0,2017,3552750.0,2026-04-29
SEG_00315,QEW,Central,1.6,8,Gravel,5.9,2023-02-09,133975,23,100,D,1,5,2019,35265372.0,2026-06-13
SEG_00151,17,Ottawa,22.0,7,Concrete,6.3,2025-10-27,181434,4,50,C,0,5,2022,17685009.0,2026-04-29
SEG_00093,403,Central,22.7,4,Concrete,2.8,2025-06-29,96661,49,110,A,2,5,2020,1865575.0,2026-06-24
SEG_00475,407,Ottawa,40.7,8,Composite,9.8,2025-10-17,84039,29,80,A,0,1,2015,48405387.0,2026-05-09
SEG_00188,403,Durham,3.9,7,Gravel,4.5,2024-10-09,158656,19,40,B,5,1,2027,42113159.0,2026-03-12
SEG_00321,404,Hamilton,40.4,6,Asphalt,9.5,2025-01-28,102130,37,110,C,1,5,2028,10734289.0,2026-01-21
SEG_00253,417,Ottawa,39.6,5,Gravel,9.2,2024-06-27,137028,14,40,C,3,8,2017,41248227.0,2026-04-02
SEG_00376,403,Niagara,3.4,5,Gravel,3.3,2023-03-12,13277,14,100,A,0,7,2024,13065317.0,2026-04-25
SEG_00316,410,Waterloo,22.1,2,Gravel,8.3,2026-07-16,123476,34,40,C,3,9,2015,7799512.0,2026-03-05
SEG_00005,410,Northern,4.4,6,Gravel,6.7,2024-02-29,189535,9,50,A,3,10,2030,40039624.0,2026-07-07
SEG_00147,7,Northern,4.1,3,Gravel,5.4,2023-03-13,41977,24,60,A,5,10,2018,22734718.0,2026-06-19
SEG_00284,417,Eastern,26.1,5,Gravel,8.9,2026-05-16,142650,40,40,D,3,9,2019,39380573.0,2026-03-06
SEG_00386,7,Ottawa,30.6,5,Gravel,7.5,2026-05-09,39315,15,100,A,1,2,2021,49577456.0,2026-04-14
SEG_00110,400,Waterloo,23.8,7,Gravel,6.4,2025-09-21,156575,1,80,B,4,0,2027,37444118.0,2026-04-25
SEG_00118,404,Waterloo,5.1,8,Concrete,3.0,2023-12-29,80513,46,110,B,1,6,2021,3533967.0,2026-05-11
SEG_00259,403,Waterloo,41.0,6,Concrete,7.2,2023-01-26,71494,16,40,B,2,4,2030,14462451.0,2026-05-17
SEG_00224,7,Waterloo,32.8,6,Concrete,9.7,2026-05-23,45959,36,50,D,5,7,2018,35486765.0,2026-07-31
SEG_00466,69,Southwestern,43.6,6,Asphalt,8.1,2024-09-26,137715,45,60,C,1,3,2023,34348861.0,2026-02-07
SEG_00475,69,Eastern,26.9,3,Composite,8.9,2023-05-06,2003,12,80,A,2,2,2027,2925930.0,2026-01-10
SEG_00188,QEW,Northern,16.8,8,Composite,5.5,2024-06-12,119932,42,50,A,2,6,2020,38563882.0,2026-05-08
SEG_00400,17,GTA,21.8,5,Concrete,2.6,2023-02-20,57820,29,60,C,1,0,2018,38349569.0,2026-05-06
SEG_00303,400,Durham,4.5,6,Concrete,8.2,2023-10-15,179165,2,100,B,1,7,2017,22035042.0,2026-03-19
SEG_00131,403,Northern,12.3,7,Concrete,4.3,2026-07-17,164158,10,80,A,3,0,2016,17328386.0,2026-02-24
SEG_00098,400,GTA,18.5,8,Composite,3.1,2023-04-26,48422,12,100,C,5,0,2019,43657234.0,2026-01-02
SEG_00037,400,Central,29.4,8,Composite,7.2,2025-07-24,141345,35,40,D,1,5,2020,28490697.0,2026-05-10
SEG_00228,69,Hamilton,10.9,3,Concrete,8.2,2024-03-19,126722,31,40,B,1,9,2026,4530899.0,2026-01-03
SEG_00366,QEW,Niagara,22.4,7,Composite,4.2,2025-01-22,131854,29,40,C,4,10,2022,45408449.0,2026-01-25
SEG_00187,17,Niagara,10.0,7,Concrete,9.9,2024-05-13,177062,39,40,B,5,6,2028,7561564.0,2026-06-12
SEG_00432,11,GTA,24.4,3,Composite,8.0,2023-08-25,16471,40,80,A,5,5,2024,41540496.0,2026-06-20
