CLIENT_ID,AGE_GROUP,GENDER,POSTAL_CODE_PREFIX,REGION,HOUSEHOLD_SIZE,INCOME_BRACKET,EMPLOYMENT_STATUS,EDUCATION_LEVEL,LANGUAGE_PREFERENCE,INDIGENOUS_IDENTITY,DISABILITY_FLAG,IMMIGRATION_STATUS,YEARS_IN_CANADA,MARITAL_STATUS,DEPENDENTS_COUNT,HOUSING_TYPE,DIGITAL_ACCESS,LAST_UPDATED
CLT-000165,18-24,Prefer Not to Say,L4Q,GTA,2,$80-100K,Employed PT,High School,Bilingual,Prefer Not to Say,Yes,Other,19,Married,5,Other,Limited,2026-01-22
CLT-000166,18-24,Prefer Not to Say,L7H,Central,7,<$20K,Student,College,Bilingual,No,No,Other,13,Common-Law,0,Own,Yes,2026-07-08
CLT-000167,18-24,Non-Binary,M1E,Durham,2,$20-40K,Employed FT,Master,Bilingual,No,No,Other,37,Single,1,Social Housing,Limited,2026-04-27
CLT-000168,18-24,Prefer Not to Say,N1P,GTA,2,<$20K,Unemployed,Bachelor,Other,Yes,No,Citizen,8,Common-Law,5,Shelter,Yes,2026-03-26
CLT-000169,18-24,Prefer Not to Say,L8Z,Eastern,7,>$100K,Self-Employed,Master,Bilingual,Yes,Yes,Refugee,24,Widowed,2,Own,Limited,2026-04-27
CLT-000170,45-54,Prefer Not to Say,N6B,GTA,4,$40-60K,Employed PT,College,Bilingual,Prefer Not to Say,No,PR,5,Divorced,1,Own,Yes,2026-02-27
CLT-000171,25-34,Non-Binary,P6X,Hamilton,3,$60-80K,Unemployed,College,English,Yes,No,Other,17,Widowed,0,Other,No,2026-06-29
CLT-000172,45-54,Female,M8C,Central,4,<$20K,On Leave,College,Bilingual,Yes,No,Citizen,29,Widowed,4,Social Housing,Limited,2026-07-03
CLT-000173,35-44,Prefer Not to Say,N1D,Ottawa,1,$60-80K,Retired,Bachelor,Other,No,No,Work Permit,18,Common-Law,3,Social Housing,No,2026-02-08
CLT-000174,55-64,Prefer Not to Say,K2M,Waterloo,2,$40-60K,Retired,College,Bilingual,Prefer Not to Say,Yes,PR,37,Single,4,Other,No,2026-06-25
CLT-000175,45-54,Non-Binary,T6A,Niagara,4,>$100K,Retired,Doctorate,French,Prefer Not to Say,No,Citizen,13,Widowed,1,Shelter,Limited,2026-05-02
CLT-000176,18-24,Prefer Not to Say,N7O,Waterloo,3,$60-80K,Employed FT,Doctorate,French,Prefer Not to Say,No,PR,24,Married,3,Shelter,Limited,2026-02-17
CLT-000177,65+,Prefer Not to Say,M1B,Hamilton,7,$20-40K,Unemployed,Less than HS,French,Prefer Not to Say,No,PR,11,Single,3,Other,Limited,2026-02-12
CLT-000178,35-44,Female,K3G,Eastern,1,$20-40K,Employed PT,Master,French,No,No,Refugee,1,Divorced,5,Own,No,2026-05-25
CLT-000179,35-44,Female,T0M,Waterloo,3,>$100K,Employed PT,High School,Bilingual,No,No,Work Permit,49,Married,4,Social Housing,Yes,2026-02-04
CLT-000180,55-64,Non-Binary,K7W,GTA,1,$60-80K,On Leave,College,Bilingual,Prefer Not to Say,No,Work Permit,34,Divorced,2,Rent,Yes,2026-01-30
CLT-000181,55-64,Male,L2L,Central,3,$20-40K,Retired,Less than HS,Bilingual,Yes,No,Refugee,48,Common-Law,1,Social Housing,No,2026-07-24
CLT-000182,18-24,Prefer Not to Say,P6R,Durham,6,$60-80K,Retired,Bachelor,English,Prefer Not to Say,Yes,Citizen,14,Widowed,1,Rent,Yes,2026-03-05
CLT-000183,18-24,Prefer Not to Say,M1T,Central,5,$60-80K,Student,High School,French,Prefer Not to Say,No,Other,33,Divorced,1,Other,No,2026-02-21
CLT-000184,65+,Male,L2Z,Southwestern,5,$40-60K,On Leave,Bachelor,French,Prefer Not to Say,Yes,Refugee,42,Widowed,3,Social Housing,No,2026-01-30
CLT-000185,45-54,Male,K3Y,Northern,5,$80-100K,Retired,Less than HS,Other,Yes,Yes,Work Permit,5,Single,1,Other,No,2026-03-21
CLT-000186,35-44,Male,K0E,Northern,6,>$100K,Self-Employed,Less than HS,English,Prefer Not to Say,No,Work Permit,19,Common-Law,2,Own,No,2026-03-12
CLT-000187,55-64,Prefer Not to Say,P2V,Ottawa,1,$40-60K,Student,Bachelor,French,No,No,Citizen,49,Single,2,Rent,No,2026-06-24
CLT-000188,65+,Prefer Not to Say,L4F,GTA,2,>$100K,Student,Less than HS,Other,Prefer Not to Say,No,Work Permit,47,Widowed,1,Rent,Yes,2026-05-27
CLT-000189,35-44,Prefer Not to Say,K3W,Durham,2,$60-80K,Retired,Doctorate,English,No,Yes,Citizen,16,Common-Law,3,Other,Yes,2026-02-28
CLT-000190,25-34,Prefer Not to Say,N1I,Durham,3,$80-100K,Self-Employed,Less than HS,Other,Yes,Yes,Work Permit,2,Single,4,Shelter,No,2026-06-05
CLT-000191,45-54,Female,M9E,Central,1,$80-100K,Employed PT,Less than HS,English,Prefer Not to Say,Yes,Other,46,Common-Law,1,Rent,Yes,2026-06-30
CLT-000192,25-34,Prefer Not to Say,M4S,Eastern,7,$60-80K,Retired,College,French,Prefer Not to Say,Yes,Work Permit,34,Common-Law,2,Own,Yes,2026-04-20
CLT-000193,25-34,Prefer Not to Say,M4T,Northern,1,$60-80K,Unemployed,Bachelor,Bilingual,Prefer Not to Say,Yes,Work Permit,11,Common-Law,4,Shelter,Yes,2026-05-30
CLT-000194,45-54,Female,N2L,Waterloo,1,$80-100K,Retired,High School,English,Yes,No,Other,50,Divorced,5,Shelter,Yes,2026-07-14
CLT-000195,65+,Prefer Not to Say,T7P,Northern,7,$40-60K,Unemployed,High School,Bilingual,Yes,No,Work Permit,39,Divorced,4,Shelter,Yes,2026-06-04
CLT-000196,45-54,Non-Binary,N1K,Niagara,7,>$100K,On Leave,College,French,Prefer Not to Say,Yes,PR,39,Widowed,0,Rent,No,2026-05-17
CLT-000197,65+,Male,T4E,Southwestern,4,$80-100K,On Leave,Bachelor,English,Prefer Not to Say,Yes,Citizen,36,Common-Law,0,Other,Yes,2026-04-18
CLT-000198,65+,Non-Binary,N3P,Niagara,2,$40-60K,Employed PT,Bachelor,Other,Prefer Not to Say,Yes,PR,23,Common-Law,4,Rent,Yes,2026-02-26
CLT-000199,45-54,Female,M9Y,Ottawa,6,$40-60K,On Leave,Doctorate,English,Yes,No,PR,29,Married,0,Own,No,2026-02-17
CLT-000200,25-34,Prefer Not to Say,L1I,Hamilton,7,$40-60K,Student,Master,English,Yes,Yes,Other,17,Married,4,Rent,Yes,2026-03-26
CLT-000201,55-64,Non-Binary,N4F,Northern,5,$80-100K,Self-Employed,High School,Bilingual,Prefer Not to Say,No,Refugee,44,Divorced,3,Own,No,2026-03-05
CLT-000202,55-64,Male,K2N,Northern,6,$40-60K,Student,Doctorate,French,No,No,Citizen,2,Married,1,Other,Limited,2026-01-05
CLT-000203,55-64,Male,T0N,Southwestern,7,$60-80K,Student,Less than HS,Bilingual,No,Yes,Refugee,32,Divorced,1,Social Housing,No,2026-03-08
CLT-000204,65+,Male,T4F,Eastern,1,$60-80K,Retired,Bachelor,French,Prefer Not to Say,Yes,Refugee,28,Common-Law,2,Other,Yes,2026-06-09
CLT-000205,25-34,Non-Binary,K9M,Waterloo,1,$40-60K,Unemployed,High School,French,Prefer Not to Say,No,PR,32,Divorced,4,Rent,No,2026-04-27
CLT-000206,25-34,Female,P1H,Eastern,1,$60-80K,Employed PT,College,Bilingual,Yes,Yes,Citizen,11,Married,3,Social Housing,Yes,2026-02-15
CLT-000207,25-34,Non-Binary,N4A,Waterloo,5,$40-60K,Employed PT,Doctorate,Other,Yes,Yes,PR,14,Common-Law,0,Social Housing,Yes,2026-04-13
CLT-000208,18-24,Female,K2K,Ottawa,7,<$20K,Student,Doctorate,English,No,No,Work Permit,34,Divorced,0,Other,No,2026-06-12
CLT-000209,65+,Male,L2E,Southwestern,3,$60-80K,Unemployed,Less than HS,English,Prefer Not to Say,Yes,Work Permit,23,Single,1,Social Housing,Yes,2026-05-11
CLT-000210,18-24,Prefer Not to Say,P1S,Ottawa,7,$20-40K,On Leave,Doctorate,Bilingual,Yes,No,PR,46,Common-Law,4,Social Housing,Yes,2026-06-07
CLT-000211,65+,Prefer Not to Say,M5W,Hamilton,7,$40-60K,Unemployed,Bachelor,English,No,No,PR,11,Widowed,5,Rent,No,2026-04-15
CLT-000212,25-34,Male,N1X,Niagara,2,<$20K,Self-Employed,Doctorate,Bilingual,Prefer Not to Say,No,PR,20,Married,0,Own,No,2026-04-22
CLT-000213,18-24,Non-Binary,M4E,GTA,3,$80-100K,Retired,Doctorate,Other,Prefer Not to Say,No,Refugee,38,Divorced,3,Own,No,2026-02-18
CLT-000214,65+,Female,T6A,Durham,1,>$100K,On Leave,Master,English,Yes,Yes,Citizen,18,Divorced,5,Own,Yes,2026-07-07
CLT-000215,25-34,Female,N8Q,Durham,5,<$20K,Retired,Master,French,Yes,No,Refugee,42,Single,3,Rent,Limited,2026-05-14
CLT-000216,18-24,Prefer Not to Say,P7W,Durham,6,$40-60K,Employed FT,Master,Bilingual,No,Yes,Work Permit,40,Single,5,Other,No,2026-03-27
CLT-000217,45-54,Female,N7F,Durham,1,<$20K,Student,High School,Other,Yes,Yes,Other,7,Common-Law,3,Rent,Limited,2026-02-19
CLT-000218,45-54,Female,L6J,GTA,4,$80-100K,Employed PT,Doctorate,English,Prefer Not to Say,Yes,Citizen,49,Divorced,4,Shelter,Limited,2026-07-14
CLT-000219,55-64,Non-Binary,M4L,Southwestern,5,$80-100K,Employed PT,Bachelor,Other,Yes,No,Refugee,30,Common-Law,4,Own,No,2026-04-08
CLT-000220,55-64,Prefer Not to Say,N5C,Durham,3,$60-80K,Employed FT,Less than HS,Other,No,No,Refugee,2,Common-Law,5,Other,No,2026-07-30
CLT-000221,45-54,Female,L3Y,Ottawa,5,<$20K,Self-Employed,Doctorate,Other,Yes,Yes,Citizen,46,Single,1,Social Housing,Limited,2026-03-30
CLT-000222,45-54,Non-Binary,K3Y,Hamilton,6,$60-80K,Student,High School,English,Prefer Not to Say,Yes,Citizen,24,Divorced,5,Other,No,2026-01-28
CLT-000223,55-64,Female,N1L,Southwestern,5,$60-80K,Self-Employed,High School,English,Yes,Yes,Work Permit,42,Single,1,Social Housing,No,2026-03-28
CLT-000224,35-44,Male,T0K,Southwestern,5,<$20K,Retired,Doctorate,English,Prefer Not to Say,Yes,Other,31,Divorced,5,Shelter,Yes,2026-05-14
CLT-000225,55-64,Prefer Not to Say,K4M,Ottawa,4,$20-40K,Employed FT,High School,Bilingual,Yes,Yes,Citizen,1,Single,4,Own,No,2026-02-27
CLT-000226,35-44,Female,P4T,Eastern,1,$60-80K,Self-Employed,Doctorate,Bilingual,Yes,No,Other,36,Divorced,2,Social Housing,No,2026-07-13
CLT-000227,45-54,Female,P9P,Eastern,3,<$20K,Retired,Master,Other,Yes,Yes,Work Permit,9,Divorced,2,Shelter,Yes,2026-01-02
CLT-000228,25-34,Female,K0E,Eastern,3,<$20K,Unemployed,Bachelor,Other,No,Yes,PR,23,Single,5,Social Housing,Limited,2026-05-25
CLT-000229,65+,Male,L1Q,Northern,7,$80-100K,Employed FT,College,English,No,No,Refugee,2,Widowed,0,Rent,Yes,2026-05-29
CLT-000230,25-34,Prefer Not to Say,P8J,Southwestern,4,>$100K,Retired,Less than HS,Other,Yes,No,Citizen,20,Married,3,Shelter,Limited,2026-03-24
CLT-000231,55-64,Non-Binary,L4E,GTA,2,$20-40K,On Leave,College,French,No,No,PR,46,Single,1,Shelter,Yes,2026-04-29
CLT-000232,18-24,Non-Binary,L0H,Ottawa,7,<$20K,Retired,Less than HS,French,No,No,Other,7,Common-Law,0,Other,Yes,2026-06-21
CLT-000233,55-64,Prefer Not to Say,M6C,GTA,3,$60-80K,On Leave,Less than HS,English,Yes,Yes,Work Permit,24,Widowed,1,Social Housing,Limited,2026-05-05
CLT-000234,45-54,Female,L1B,Eastern,3,<$20K,Unemployed,Less than HS,French,Yes,Yes,Citizen,35,Single,2,Own,No,2026-01-22
CLT-000235,65+,Female,K5U,Ottawa,4,$80-100K,Self-Employed,Less than HS,Bilingual,No,No,Citizen,32,Common-Law,3,Own,Limited,2026-07-10
CLT-000236,35-44,Male,N7D,Southwestern,6,$80-100K,Student,Master,French,Yes,Yes,PR,6,Common-Law,2,Shelter,No,2026-03-22
CLT-000237,45-54,Female,K7K,Hamilton,5,$40-60K,On Leave,Less than HS,Other,Prefer Not to Say,No,Citizen,14,Married,3,Social Housing,No,2026-06-08
CLT-000238,65+,Prefer Not to Say,M9H,Eastern,5,<$20K,Self-Employed,High School,Other,Prefer Not to Say,No,Citizen,11,Divorced,2,Own,Yes,2026-04-09
CLT-000239,18-24,Female,K6Y,Hamilton,3,$20-40K,Employed FT,Doctorate,English,No,No,Refugee,15,Single,5,Own,Yes,2026-01-07
CLT-000240,55-64,Prefer Not to Say,T5J,Niagara,7,<$20K,Employed PT,College,French,No,Yes,Refugee,18,Single,0,Social Housing,No,2026-03-16
CLT-000241,55-64,Prefer Not to Say,N9J,Durham,4,>$100K,Self-Employed,Master,Bilingual,Prefer Not to Say,No,Other,4,Divorced,0,Rent,No,2026-07-26
CLT-000242,18-24,Male,M7Z,Hamilton,1,<$20K,Student,Bachelor,French,Prefer Not to Say,No,Work Permit,36,Common-Law,4,Rent,Yes,2026-07-28
CLT-000243,18-24,Prefer Not to Say,P1D,Ottawa,4,<$20K,Retired,Doctorate,Other,Yes,Yes,Work Permit,39,Single,1,Own,No,2026-03-15
CLT-000244,35-44,Male,L5S,Niagara,4,$40-60K,Employed PT,High School,French,Prefer Not to Say,No,Other,46,Divorced,5,Social Housing,No,2026-02-11
CLT-000245,25-34,Male,N0G,Eastern,3,$20-40K,Employed FT,Less than HS,Bilingual,Prefer Not to Say,Yes,Refugee,40,Divorced,2,Rent,Limited,2026-04-09
CLT-000246,65+,Male,T9P,Hamilton,2,<$20K,Student,High School,Bilingual,No,Yes,Work Permit,32,Divorced,5,Rent,Yes,2026-07-22
CLT-000247,65+,Non-Binary,P6K,Eastern,7,$80-100K,Employed PT,Bachelor,Other,Prefer Not to Say,No,Citizen,16,Single,1,Social Housing,Limited,2026-02-21
CLT-000248,18-24,Prefer Not to Say,P6O,GTA,4,<$20K,Unemployed,College,English,No,Yes,Work Permit,29,Widowed,1,Own,Limited,2026-02-01
CLT-000249,45-54,Female,L0M,Waterloo,5,$80-100K,Employed PT,College,Bilingual,No,No,Refugee,13,Widowed,4,Other,No,2026-01-04
CLT-000250,18-24,Non-Binary,T5L,Hamilton,1,$20-40K,Retired,Doctorate,French,No,Yes,Refugee,44,Single,5,Other,No,2026-04-12
CLT-000251,65+,Female,L5E,Waterloo,7,>$100K,Employed FT,College,English,Prefer Not to Say,Yes,Refugee,3,Single,0,Own,Yes,2026-06-20
CLT-000252,65+,Male,M5N,Ottawa,4,<$20K,On Leave,Master,Other,Yes,No,Work Permit,49,Widowed,5,Other,Yes,2026-02-05
CLT-000253,18-24,Female,M0V,Durham,5,$20-40K,Self-Employed,High School,Bilingual,Prefer Not to Say,No,Other,39,Single,5,Other,No,2026-05-03
CLT-000254,25-34,Female,T3C,GTA,3,>$100K,Unemployed,Master,English,No,No,PR,40,Divorced,2,Social Housing,Limited,2026-04-18
CLT-000255,18-24,Female,K1Y,Durham,5,$20-40K,Employed PT,Less than HS,Other,Yes,Yes,Other,46,Divorced,2,Own,No,2026-04-09
CLT-000256,18-24,Female,M2G,Niagara,3,<$20K,Self-Employed,Doctorate,Other,Prefer Not to Say,Yes,Refugee,32,Married,2,Other,Limited,2026-01-17
CLT-000257,45-54,Prefer Not to Say,N4A,Eastern,2,$20-40K,On Leave,Master,English,Prefer Not to Say,Yes,PR,21,Married,4,Rent,Limited,2026-07-26
CLT-000258,45-54,Prefer Not to Say,M2M,Waterloo,2,$60-80K,Retired,College,Bilingual,Yes,Yes,Work Permit,11,Widowed,3,Social Housing,No,2026-03-19
CLT-000259,65+,Non-Binary,K6Y,Durham,4,$80-100K,Employed FT,Less than HS,English,No,Yes,PR,2,Divorced,2,Own,Limited,2026-07-01
CLT-000260,55-64,Male,L8P,Hamilton,1,$40-60K,Unemployed,Doctorate,Bilingual,Prefer Not to Say,Yes,Refugee,44,Married,3,Other,No,2026-06-06
CLT-000261,18-24,Female,L9D,Northern,1,>$100K,Self-Employed,College,Other,Yes,No,PR,7,Divorced,1,Shelter,No,2026-07-05
CLT-000262,18-24,Female,K3K,Durham,3,<$20K,Retired,Less than HS,French,Prefer Not to Say,No,Work Permit,42,Widowed,4,Other,No,2026-04-30
CLT-000263,25-34,Prefer Not to Say,P3T,Central,4,$80-100K,Unemployed,College,English,Prefer Not to Say,Yes,Work Permit,46,Divorced,2,Own,Yes,2026-01-17
CLT-000264,45-54,Female,N7A,Eastern,6,$80-100K,Student,High School,Bilingual,No,No,Refugee,6,Single,1,Social Housing,Limited,2026-03-16
CLT-000265,65+,Female,K3A,GTA,5,<$20K,Unemployed,Bachelor,French,Yes,Yes,Other,10,Common-Law,5,Other,Yes,2026-05-11
CLT-000266,45-54,Female,K1B,Hamilton,6,>$100K,Retired,Master,French,Yes,Yes,Refugee,14,Divorced,2,Social Housing,Limited,2026-03-31
CLT-000267,25-34,Female,M7E,GTA,1,$80-100K,Student,Less than HS,Bilingual,Yes,No,Work Permit,43,Single,3,Rent,No,2026-06-06
CLT-000268,65+,Prefer Not to Say,K6K,Ottawa,2,$80-100K,Self-Employed,Doctorate,Bilingual,No,No,Citizen,43,Single,0,Social Housing,Yes,2026-01-09
CLT-000269,55-64,Male,P4W,Durham,7,$40-60K,Self-Employed,High School,French,No,Yes,PR,44,Single,0,Rent,No,2026-01-03
CLT-000270,45-54,Female,K3K,GTA,2,>$100K,Self-Employed,Master,French,Yes,Yes,Work Permit,43,Married,5,Social Housing,Yes,2026-04-27
CLT-000271,35-44,Female,P1N,Waterloo,2,$80-100K,Employed FT,Master,English,No,No,PR,7,Divorced,3,Other,No,2026-05-23
CLT-000272,45-54,Non-Binary,M3G,GTA,3,$40-60K,Unemployed,College,English,Yes,No,Citizen,27,Divorced,2,Other,No,2026-01-02
CLT-000273,18-24,Non-Binary,L5R,GTA,1,$40-60K,Self-Employed,Doctorate,English,No,No,Work Permit,9,Widowed,3,Rent,Limited,2026-01-01
CLT-000274,55-64,Female,L1D,Central,1,$40-60K,On Leave,Less than HS,Other,Prefer Not to Say,No,Citizen,46,Married,0,Social Housing,Yes,2026-07-01
CLT-000275,35-44,Non-Binary,K3W,Northern,2,>$100K,On Leave,Master,English,No,Yes,Refugee,41,Divorced,5,Social Housing,Yes,2026-03-31
CLT-000276,35-44,Male,T4P,Niagara,2,$40-60K,Self-Employed,Doctorate,French,Prefer Not to Say,No,Citizen,49,Single,0,Own,No,2026-07-18
CLT-000277,25-34,Non-Binary,L8V,Niagara,7,$20-40K,Student,Bachelor,French,No,Yes,PR,5,Divorced,2,Other,Limited,2026-01-05
CLT-000278,25-34,Male,L5Z,Durham,7,$80-100K,Employed FT,Doctorate,Other,Yes,No,Citizen,19,Married,1,Other,Yes,2026-04-05
CLT-000279,65+,Non-Binary,T4V,Central,5,$20-40K,Employed FT,College,Bilingual,Prefer Not to Say,No,Refugee,20,Divorced,3,Other,Limited,2026-01-23
CLT-000280,18-24,Female,N9Z,Durham,2,<$20K,Self-Employed,College,Bilingual,No,No,PR,28,Common-Law,2,Own,Yes,2026-04-10
CLT-000281,18-24,Non-Binary,P9O,GTA,7,<$20K,Unemployed,Doctorate,French,Yes,Yes,PR,12,Divorced,5,Other,Limited,2026-07-18
CLT-000282,45-54,Male,M8G,Southwestern,4,$60-80K,Self-Employed,Doctorate,English,Yes,Yes,Citizen,43,Divorced,2,Shelter,Yes,2026-07-09
CLT-000283,18-24,Female,T9T,Hamilton,5,$80-100K,Employed PT,Bachelor,English,Prefer Not to Say,No,Refugee,3,Married,1,Other,Limited,2026-05-05
CLT-000284,65+,Non-Binary,K8L,Durham,7,$80-100K,Retired,Bachelor,English,Prefer Not to Say,No,PR,36,Divorced,3,Rent,Yes,2026-07-02
CLT-000285,55-64,Male,T0P,Eastern,4,$80-100K,Unemployed,Master,Bilingual,No,No,Refugee,43,Common-Law,2,Social Housing,Yes,2026-01-12
CLT-000286,45-54,Prefer Not to Say,P2X,Niagara,2,$60-80K,Self-Employed,College,Bilingual,Prefer Not to Say,Yes,Work Permit,49,Divorced,2,Other,Yes,2026-06-26
CLT-000287,45-54,Male,T4H,Central,5,>$100K,Retired,High School,Bilingual,Prefer Not to Say,Yes,Refugee,38,Widowed,3,Social Housing,Limited,2026-03-22
CLT-000288,45-54,Female,T7K,Niagara,6,$80-100K,Employed FT,Bachelor,Other,Prefer Not to Say,No,PR,19,Single,3,Rent,Yes,2026-04-24
CLT-000289,65+,Male,T7O,Niagara,1,>$100K,Self-Employed,High School,Bilingual,Prefer Not to Say,Yes,Citizen,31,Widowed,4,Rent,No,2026-05-30
CLT-000290,25-34,Female,K3W,Durham,3,$40-60K,Employed FT,High School,French,No,No,PR,35,Common-Law,5,Own,Limited,2026-02-17
CLT-000291,25-34,Male,K6K,Eastern,2,$60-80K,Employed PT,College,Bilingual,Yes,No,Other,28,Married,2,Other,Limited,2026-01-14
CLT-000292,25-34,Female,K3I,Hamilton,4,<$20K,Unemployed,Bachelor,Bilingual,Yes,Yes,Work Permit,20,Common-Law,2,Shelter,Yes,2026-02-08
CLT-000293,18-24,Male,N1P,Southwestern,1,$20-40K,Student,College,Bilingual,No,No,Refugee,25,Single,1,Own,Limited,2026-05-25
CLT-000294,25-34,Male,T2P,GTA,7,$60-80K,Unemployed,Less than HS,Other,Prefer Not to Say,No,Citizen,9,Married,1,Other,Limited,2026-03-02
CLT-000295,65+,Male,L6J,Southwestern,4,$80-100K,Self-Employed,College,French,Prefer Not to Say,Yes,Work Permit,23,Common-Law,2,Social Housing,Limited,2026-03-27
CLT-000296,18-24,Female,N3W,Central,4,<$20K,Student,Bachelor,Other,Prefer Not to Say,No,PR,14,Married,3,Shelter,Yes,2026-05-28
CLT-000297,65+,Male,L6B,GTA,5,$20-40K,Self-Employed,Doctorate,French,No,No,PR,27,Widowed,0,Rent,Limited,2026-02-17
CLT-000298,25-34,Male,P7L,Central,6,<$20K,Student,Less than HS,Other,Prefer Not to Say,Yes,Refugee,41,Divorced,0,Own,No,2026-06-23
CLT-000299,18-24,Female,M0G,Waterloo,7,$20-40K,Unemployed,College,English,No,No,Other,30,Married,0,Shelter,Yes,2026-07-06
CLT-000300,18-24,Female,T3Y,Eastern,5,>$100K,Self-Employed,Less than HS,French,Prefer Not to Say,No,Other,9,Single,0,Social Housing,Yes,2026-01-07
CLT-000301,45-54,Male,K2N,GTA,7,<$20K,Retired,High School,French,Prefer Not to Say,Yes,Refugee,28,Common-Law,1,Shelter,Yes,2026-03-22
CLT-000302,35-44,Non-Binary,N8R,Hamilton,7,$20-40K,Retired,High School,English,No,Yes,PR,10,Widowed,5,Own,Yes,2026-02-12
CLT-000303,45-54,Male,L4N,Niagara,3,$80-100K,Retired,College,French,Prefer Not to Say,No,Refugee,26,Single,4,Shelter,Limited,2026-07-30
CLT-000304,18-24,Prefer Not to Say,L7E,Southwestern,7,$40-60K,Employed PT,College,Other,Yes,No,Other,29,Common-Law,3,Shelter,Limited,2026-05-18
CLT-000305,35-44,Male,N0Z,Waterloo,3,$60-80K,Unemployed,Bachelor,Other,No,Yes,Refugee,5,Married,4,Other,Limited,2026-06-05
CLT-000306,45-54,Female,P4E,Niagara,5,<$20K,On Leave,Master,French,Prefer Not to Say,Yes,Refugee,43,Single,5,Shelter,No,2026-01-31
CLT-000307,45-54,Male,M5G,Hamilton,1,>$100K,Retired,Bachelor,English,No,No,Refugee,34,Widowed,0,Rent,Yes,2026-06-26
CLT-000308,65+,Prefer Not to Say,N4P,Waterloo,7,$40-60K,Self-Employed,Less than HS,French,No,Yes,Citizen,11,Common-Law,1,Other,Limited,2026-04-03
CLT-000309,25-34,Non-Binary,T4C,Niagara,7,<$20K,Employed FT,Master,English,Prefer Not to Say,No,Other,1,Widowed,3,Own,Limited,2026-01-31
CLT-000310,45-54,Male,T8Y,Niagara,4,<$20K,Unemployed,High School,English,No,No,Citizen,46,Single,3,Social Housing,Yes,2026-03-14
CLT-000311,25-34,Female,N8S,Central,6,$60-80K,Retired,Bachelor,Other,Prefer Not to Say,Yes,Work Permit,26,Single,5,Own,No,2026-01-18
CLT-000312,18-24,Male,P0B,Hamilton,1,<$20K,Student,Master,Bilingual,Yes,Yes,Citizen,23,Single,1,Social Housing,Limited,2026-03-15
CLT-000313,55-64,Prefer Not to Say,K3W,Waterloo,2,<$20K,Employed FT,Less than HS,French,Prefer Not to Say,No,Work Permit,39,Widowed,3,Social Housing,Limited,2026-04-28
CLT-000314,65+,Non-Binary,T3T,Niagara,3,$80-100K,On Leave,Doctorate,Other,Prefer Not to Say,No,Work Permit,48,Married,2,Rent,No,2026-06-19
CLT-000315,65+,Non-Binary,T2B,Southwestern,1,$60-80K,Unemployed,Less than HS,Bilingual,Prefer Not to Say,Yes,Refugee,18,Single,5,Social Housing,Yes,2026-02-18
CLT-000316,25-34,Prefer Not to Say,P3O,Niagara,7,$60-80K,Self-Employed,Master,Other,No,Yes,Refugee,49,Single,4,Social Housing,No,2026-05-08
CLT-000317,18-24,Prefer Not to Say,L9V,GTA,7,$40-60K,Retired,College,Other,Prefer Not to Say,Yes,Work Permit,17,Widowed,4,Own,Limited,2026-01-15
CLT-000318,25-34,Non-Binary,P6F,Southwestern,6,<$20K,Self-Employed,College,Other,No,No,Work Permit,1,Widowed,4,Other,Limited,2026-04-22
CLT-000319,25-34,Female,L5Y,Eastern,3,$20-40K,Student,Doctorate,English,Yes,Yes,Citizen,44,Single,5,Other,No,2026-07-24
CLT-000320,65+,Male,P4N,Niagara,5,$80-100K,Retired,Doctorate,Bilingual,Prefer Not to Say,Yes,PR,4,Married,2,Other,No,2026-01-31
CLT-000321,55-64,Female,M7X,Eastern,6,$40-60K,Self-Employed,Master,English,Yes,Yes,PR,42,Divorced,2,Rent,No,2026-06-07
CLT-000322,45-54,Female,M5K,Southwestern,5,$20-40K,On Leave,Master,Other,Prefer Not to Say,Yes,Other,9,Single,2,Shelter,Limited,2026-03-07
CLT-000323,55-64,Non-Binary,N4M,GTA,3,$20-40K,Retired,High School,Other,Yes,No,Other,16,Divorced,1,Own,No,2026-04-21
CLT-000324,18-24,Prefer Not to Say,K7K,Durham,1,$40-60K,Unemployed,High School,French,No,No,Refugee,39,Widowed,4,Other,No,2026-05-31
CLT-000325,55-64,Prefer Not to Say,N5J,Southwestern,3,$80-100K,Unemployed,Bachelor,Bilingual,Yes,Yes,Work Permit,0,Single,4,Rent,Limited,2026-05-29
CLT-000326,65+,Female,N0W,Central,5,$60-80K,Employed PT,Doctorate,Other,No,Yes,Other,13,Common-Law,3,Rent,Limited,2026-06-04
CLT-000327,18-24,Male,K4Q,Southwestern,7,$40-60K,Student,Master,French,No,No,Refugee,7,Single,2,Shelter,Limited,2026-07-25
CLT-000328,45-54,Female,T2W,Eastern,7,<$20K,On Leave,Bachelor,English,Prefer Not to Say,No,Work Permit,39,Common-Law,4,Own,No,2026-03-01
CLT-000329,18-24,Prefer Not to Say,M2W,Northern,4,>$100K,Unemployed,High School,French,Yes,Yes,Refugee,43,Married,5,Shelter,Yes,2026-05-18
CLT-000330,45-54,Female,L4O,Central,4,$20-40K,On Leave,Less than HS,English,Yes,Yes,PR,34,Single,3,Other,Yes,2026-05-23
CLT-000331,45-54,Male,N6C,Central,6,$40-60K,Unemployed,Master,Bilingual,Prefer Not to Say,No,Refugee,14,Common-Law,3,Social Housing,Limited,2026-03-17
