READING_ID,STATION_ID,REGION,READING_TIMESTAMP,POWER_OUTPUT_MW,DEMAND_MW,FREQUENCY_HZ,VOLTAGE_KV,TEMPERATURE_C,WIND_SPEED_KMH,SOLAR_IRRADIANCE,GENERATION_TYPE,CAPACITY_FACTOR,EMISSIONS_TONNES_CO2,GRID_STABILITY_INDEX,OUTAGE_FLAG,LAST_UPDATED
RDG-00000155,STN_0095,Eastern,2026-04-25 13:00:00,2108.5,24076.7,60.036,360.7,-8.2,77.8,54.9,Hydro,0.34,348.5,0.878,No,2026-05-23
RDG-00000156,STN_0175,Durham,2026-02-24 19:00:00,1424.1,19537.8,59.99,178.2,10.2,37.1,224.0,Biomass,0.72,231.4,0.969,No,2026-05-03
RDG-00000157,STN_0068,Hamilton,2026-06-26 16:00:00,968.9,19457.1,59.969,293.6,-4.2,1.2,113.2,Wind,0.63,255.5,0.913,No,2026-02-12
RDG-00000158,STN_0002,Ottawa,2026-03-08 18:00:00,2260.5,22165.9,59.98,320.8,-17.6,53.9,593.1,Biomass,0.39,327.3,0.882,No,2026-05-15
RDG-00000159,STN_0150,Central,2026-05-30 08:00:00,2503.6,15882.8,60.039,424.5,-6.3,51.7,33.4,Wind,0.81,7.6,0.806,No,2026-01-06
RDG-00000160,STN_0170,Central,2026-04-06 11:00:00,3194.5,21189.7,60.02,391.4,20.9,4.1,690.8,Wind,0.22,94.0,0.877,No,2026-04-12
RDG-00000161,STN_0075,Southwestern,2026-03-23 08:00:00,680.1,14846.7,59.961,451.9,9.3,73.8,685.8,Wind,0.16,455.4,0.856,No,2026-02-09
RDG-00000162,STN_0071,Eastern,2026-01-27 21:00:00,471.7,13545.4,59.987,287.4,-4.1,35.1,705.4,Gas,0.3,220.7,0.991,No,2026-08-01
RDG-00000163,STN_0014,Niagara,2026-05-15 23:00:00,1511.9,10937.9,60.005,283.1,13.0,35.1,722.9,Gas,0.32,109.0,0.872,No,2026-05-28
RDG-00000164,STN_0178,Waterloo,2026-04-22 01:00:00,1150.4,15906.6,59.993,359.2,19.1,23.6,290.4,Biomass,0.76,218.1,0.906,No,2026-01-03
RDG-00000165,STN_0068,Niagara,2026-06-02 16:00:00,1077.7,15948.9,59.958,414.8,12.3,17.6,501.0,Nuclear,0.67,118.7,0.966,Yes,2026-03-16
RDG-00000166,STN_0142,Niagara,2026-05-13 14:00:00,818.9,21584.3,60.031,360.6,21.8,73.4,562.1,Nuclear,0.37,102.0,0.953,No,2026-07-07
RDG-00000167,STN_0200,Durham,2026-04-20 17:00:00,1701.0,20769.5,60.041,214.0,-6.0,16.9,53.0,Solar,0.92,205.4,0.861,No,2026-02-06
RDG-00000168,STN_0119,Southwestern,2026-01-24 01:00:00,2925.7,16312.2,60.019,120.8,5.3,45.1,706.9,Hydro,0.95,336.0,0.899,No,2026-03-20
RDG-00000169,STN_0037,Northern,2026-02-14 03:00:00,1011.3,10982.7,59.952,423.8,34.6,24.4,534.2,Solar,0.89,344.9,0.842,No,2026-05-19
RDG-00000170,STN_0098,Central,2026-02-13 03:00:00,149.5,13240.4,59.962,447.2,20.5,71.1,498.6,Solar,0.59,166.4,0.85,No,2026-03-24
RDG-00000171,STN_0167,Ottawa,2026-01-09 03:00:00,1120.4,18036.1,60.029,330.3,-1.4,68.5,302.8,Nuclear,0.22,426.7,0.985,Yes,2026-05-18
RDG-00000172,STN_0044,Waterloo,2026-03-24 04:00:00,1817.3,24434.7,60.031,205.5,-27.6,76.1,959.1,Wind,0.62,10.8,0.957,No,2026-05-18
RDG-00000173,STN_0162,Waterloo,2026-06-14 18:00:00,1295.3,21851.8,60.04,273.7,-23.8,30.2,382.5,Hydro,0.55,438.7,0.805,Yes,2026-04-21
RDG-00000174,STN_0129,Eastern,2026-01-29 22:00:00,862.1,8452.9,60.008,314.3,-1.2,76.8,414.7,Hydro,0.7,419.6,0.919,No,2026-07-25
RDG-00000175,STN_0017,Eastern,2026-01-11 14:00:00,3110.5,21647.6,60.046,179.2,0.7,18.9,611.2,Hydro,0.89,314.9,0.821,No,2026-01-16
RDG-00000176,STN_0110,Northern,2026-04-19 18:00:00,2979.5,13968.9,60.001,118.0,20.7,43.9,127.4,Nuclear,0.69,292.1,0.939,No,2026-07-09
RDG-00000177,STN_0087,Southwestern,2026-04-07 19:00:00,2339.1,18005.6,59.977,183.2,0.8,41.4,457.7,Hydro,0.49,474.9,0.866,No,2026-07-22
RDG-00000178,STN_0082,Eastern,2026-01-21 18:00:00,760.3,12438.6,60.008,414.8,29.8,56.8,543.4,Wind,0.44,340.9,0.867,No,2026-04-21
RDG-00000179,STN_0017,Durham,2026-01-05 18:00:00,482.5,13496.5,60.03,438.9,32.4,4.9,923.5,Gas,0.71,77.2,0.895,Yes,2026-03-05
RDG-00000180,STN_0174,Durham,2026-03-11 22:00:00,434.8,14831.0,59.951,445.8,33.4,61.2,865.3,Biomass,0.32,242.7,0.818,No,2026-01-17
RDG-00000181,STN_0105,Hamilton,2026-07-19 23:00:00,2451.9,14711.7,59.967,229.6,32.0,55.9,375.6,Wind,0.7,342.3,0.858,No,2026-04-23
RDG-00000182,STN_0079,GTA,2026-01-28 20:00:00,753.5,10930.4,60.03,442.7,34.2,14.3,185.3,Hydro,0.46,49.3,0.85,No,2026-06-23
RDG-00000183,STN_0117,Niagara,2026-07-23 00:00:00,2408.1,8482.6,59.972,299.7,-0.8,19.7,264.9,Wind,0.25,345.8,0.846,No,2026-07-09
RDG-00000184,STN_0140,Niagara,2026-03-05 03:00:00,3294.6,18460.5,60.024,300.0,-17.6,57.8,449.1,Wind,0.6,82.6,0.997,No,2026-04-17
RDG-00000185,STN_0053,Niagara,2026-01-04 07:00:00,2880.5,21708.2,60.037,328.4,23.4,26.4,214.1,Hydro,0.47,446.6,0.977,No,2026-05-05
RDG-00000186,STN_0104,GTA,2026-06-11 03:00:00,3391.8,17647.8,60.043,457.2,20.4,77.2,993.9,Hydro,0.83,99.1,0.92,Yes,2026-01-25
RDG-00000187,STN_0184,Eastern,2026-06-23 21:00:00,2153.4,13051.8,60.006,214.2,6.3,39.7,157.3,Solar,0.53,396.7,0.946,No,2026-05-06
RDG-00000188,STN_0011,Waterloo,2026-02-02 17:00:00,1693.9,19927.4,60.014,258.1,-11.2,4.4,254.3,Nuclear,0.87,259.6,0.832,No,2026-03-31
RDG-00000189,STN_0076,Durham,2026-06-26 05:00:00,2160.6,10923.4,59.953,153.9,21.5,66.1,371.6,Hydro,0.23,27.3,0.862,No,2026-01-22
RDG-00000190,STN_0084,Durham,2026-04-09 18:00:00,1290.3,15214.2,59.992,421.2,25.1,76.3,726.4,Hydro,0.43,489.4,0.953,Yes,2026-05-07
RDG-00000191,STN_0009,Niagara,2026-06-05 04:00:00,2771.7,21107.4,59.95,416.3,10.0,4.1,712.7,Hydro,0.73,228.2,0.979,No,2026-04-17
RDG-00000192,STN_0134,Central,2026-06-13 00:00:00,1033.8,24664.7,60.015,450.0,-28.5,57.9,844.5,Nuclear,0.57,42.5,0.961,Yes,2026-03-02
RDG-00000193,STN_0054,Eastern,2026-07-15 00:00:00,1142.4,19271.5,60.03,255.8,-16.7,15.2,731.7,Solar,0.82,440.6,0.898,No,2026-01-08
RDG-00000194,STN_0148,GTA,2026-02-19 00:00:00,1375.4,11816.9,60.013,112.7,13.8,6.9,482.4,Gas,0.13,452.1,0.915,Yes,2026-01-19
RDG-00000195,STN_0147,GTA,2026-01-20 00:00:00,407.2,10570.5,60.037,442.3,-24.0,17.8,49.0,Gas,0.86,374.8,0.924,No,2026-03-09
RDG-00000196,STN_0083,Waterloo,2026-02-10 20:00:00,1772.9,15957.0,59.978,229.5,4.1,72.8,89.8,Solar,0.91,360.8,0.969,Yes,2026-03-08
RDG-00000197,STN_0021,Northern,2026-03-10 22:00:00,1804.9,12679.5,59.968,284.8,34.3,4.0,313.0,Biomass,0.72,403.2,0.927,No,2026-02-04
RDG-00000198,STN_0058,Niagara,2026-02-05 06:00:00,1324.5,21316.2,59.972,219.1,-14.0,9.2,245.4,Biomass,0.71,288.0,0.837,No,2026-07-18
RDG-00000199,STN_0082,Northern,2026-01-14 12:00:00,2455.0,16592.5,59.968,475.5,21.5,41.2,947.2,Wind,0.35,364.2,0.802,No,2026-05-02
RDG-00000200,STN_0132,Southwestern,2026-05-07 08:00:00,272.9,18062.7,59.976,163.1,28.1,21.5,141.2,Solar,0.92,255.4,0.939,Yes,2026-01-29
RDG-00000201,STN_0028,Hamilton,2026-01-27 15:00:00,1119.1,18679.7,59.973,311.9,-4.1,79.1,864.2,Solar,0.83,118.3,0.975,No,2026-02-14
RDG-00000202,STN_0053,Durham,2026-04-29 10:00:00,829.0,18788.1,59.954,168.9,6.0,69.9,240.5,Solar,0.28,164.1,0.95,No,2026-04-25
RDG-00000203,STN_0019,Hamilton,2026-07-08 19:00:00,584.4,15567.1,59.985,191.2,-23.6,28.5,183.1,Biomass,0.77,178.8,0.808,No,2026-03-17
RDG-00000204,STN_0140,Eastern,2026-03-01 16:00:00,193.2,24176.9,60.043,349.5,2.7,14.2,20.9,Nuclear,0.43,2.1,0.97,No,2026-02-20
RDG-00000205,STN_0177,Central,2026-06-01 13:00:00,1567.0,9019.0,60.018,264.7,28.3,46.1,800.0,Gas,0.3,362.8,0.835,No,2026-05-20
RDG-00000206,STN_0198,Central,2026-02-27 20:00:00,715.6,12243.6,59.956,322.2,-0.1,72.8,762.2,Nuclear,0.93,66.4,0.809,No,2026-07-31
RDG-00000207,STN_0123,Ottawa,2026-05-28 14:00:00,3294.3,21602.6,59.975,129.1,-20.2,67.9,467.8,Solar,0.52,381.4,0.941,No,2026-06-16
RDG-00000208,STN_0162,Central,2026-05-03 21:00:00,86.6,14266.5,60.05,461.8,-29.0,54.6,832.3,Biomass,0.72,429.0,0.995,No,2026-05-09
RDG-00000209,STN_0167,Northern,2026-06-22 03:00:00,2481.0,24572.1,59.953,434.4,27.0,33.6,693.2,Hydro,0.86,193.3,0.819,No,2026-01-04
RDG-00000210,STN_0146,Niagara,2026-04-13 13:00:00,3381.8,15661.9,60.018,309.9,-11.0,11.3,168.7,Hydro,0.4,111.0,0.902,No,2026-07-19
RDG-00000211,STN_0187,Waterloo,2026-06-02 21:00:00,1931.6,23511.8,59.961,298.7,-26.4,9.3,399.2,Solar,0.78,297.4,0.944,No,2026-02-18
RDG-00000212,STN_0050,Northern,2026-03-30 21:00:00,3380.8,24005.6,60.044,351.2,18.6,26.1,844.8,Biomass,0.92,45.0,0.923,No,2026-06-13
RDG-00000213,STN_0153,Waterloo,2026-07-04 13:00:00,2201.8,21411.0,60.004,162.9,32.8,29.5,805.4,Solar,0.67,20.5,0.955,No,2026-03-07
RDG-00000214,STN_0123,Ottawa,2026-06-02 21:00:00,670.2,10142.1,59.975,490.6,-6.6,57.7,85.7,Wind,0.84,335.7,0.8,No,2026-03-12
RDG-00000215,STN_0159,Ottawa,2026-02-18 17:00:00,232.2,12586.8,59.977,258.6,5.4,15.9,336.2,Gas,0.15,449.1,0.914,Yes,2026-06-30
RDG-00000216,STN_0060,Eastern,2026-04-14 22:00:00,476.9,9234.5,59.986,340.2,26.7,48.5,123.1,Nuclear,0.27,164.8,0.942,No,2026-05-06
RDG-00000217,STN_0086,Southwestern,2026-02-24 16:00:00,884.0,11480.6,60.038,410.2,-13.8,26.2,735.3,Nuclear,0.34,314.5,0.877,No,2026-01-25
RDG-00000218,STN_0165,Northern,2026-03-27 06:00:00,1762.6,15769.6,59.957,389.4,-18.6,17.5,990.0,Solar,0.48,387.3,0.924,No,2026-05-23
RDG-00000219,STN_0081,Southwestern,2026-03-25 06:00:00,1905.8,19968.7,60.013,488.5,-7.2,2.2,290.0,Hydro,0.13,293.4,0.85,Yes,2026-05-30
RDG-00000220,STN_0108,Central,2026-02-14 02:00:00,682.1,15198.4,60.011,202.7,12.6,36.0,220.6,Hydro,0.63,156.8,0.847,No,2026-01-06
RDG-00000221,STN_0121,Central,2026-05-11 01:00:00,2637.3,9943.2,59.973,408.2,-23.5,15.0,519.2,Wind,0.3,432.3,0.81,No,2026-03-13
RDG-00000222,STN_0036,Waterloo,2026-03-04 10:00:00,1891.9,9438.5,60.009,335.8,12.0,68.9,440.2,Wind,0.24,473.6,0.916,Yes,2026-04-12
RDG-00000223,STN_0022,Durham,2026-05-05 18:00:00,2467.0,19927.9,59.968,415.7,-1.2,15.6,203.1,Solar,0.29,101.3,0.864,No,2026-06-04
RDG-00000224,STN_0073,Niagara,2026-05-29 03:00:00,170.9,11409.5,59.96,211.5,9.2,56.7,744.3,Biomass,0.68,316.1,0.808,No,2026-06-14
RDG-00000225,STN_0171,Durham,2026-04-05 16:00:00,366.8,10938.6,59.98,320.9,-2.6,51.0,850.9,Gas,0.81,362.7,0.995,No,2026-07-20
RDG-00000226,STN_0162,Northern,2026-04-19 18:00:00,35.3,11808.8,60.0,269.6,20.5,43.3,7.5,Hydro,0.31,211.0,0.863,Yes,2026-03-12
RDG-00000227,STN_0071,Northern,2026-05-25 18:00:00,2225.5,19821.6,60.017,242.2,-12.0,73.0,334.8,Nuclear,0.36,252.3,0.9,No,2026-01-20
RDG-00000228,STN_0031,Hamilton,2026-01-17 18:00:00,613.5,20420.6,60.013,445.2,15.1,6.2,347.0,Solar,0.69,19.3,0.802,No,2026-02-10
RDG-00000229,STN_0120,Northern,2026-03-01 07:00:00,1957.6,16645.7,60.011,267.7,11.0,57.8,44.6,Wind,0.59,260.3,0.847,No,2026-04-13
RDG-00000230,STN_0054,Northern,2026-04-24 12:00:00,52.6,23924.8,60.005,263.9,4.7,10.9,446.4,Nuclear,0.61,382.8,0.9,No,2026-02-27
RDG-00000231,STN_0074,Waterloo,2026-06-20 18:00:00,1110.2,10156.3,59.987,184.9,-1.7,78.7,471.5,Nuclear,0.4,69.1,0.89,No,2026-07-31
RDG-00000232,STN_0039,Northern,2026-03-30 11:00:00,826.0,20089.3,60.037,249.2,-22.2,60.8,545.5,Wind,0.74,435.2,0.871,No,2026-03-28
RDG-00000233,STN_0061,Waterloo,2026-04-02 04:00:00,1654.5,16626.0,60.006,152.1,6.3,36.3,889.1,Biomass,0.6,121.4,0.944,Yes,2026-07-05
RDG-00000234,STN_0131,Eastern,2026-06-04 16:00:00,1507.6,22061.8,59.993,255.4,12.2,61.3,407.3,Gas,0.28,417.6,0.96,No,2026-07-15
RDG-00000235,STN_0056,Waterloo,2026-01-21 18:00:00,568.9,23232.9,59.951,413.1,29.7,20.0,908.9,Biomass,0.7,416.5,0.86,No,2026-07-06
RDG-00000236,STN_0068,Ottawa,2026-03-31 22:00:00,2151.5,9726.7,60.001,410.8,-2.0,42.1,209.8,Wind,0.1,319.5,0.87,No,2026-05-22
RDG-00000237,STN_0053,Ottawa,2026-07-12 17:00:00,3154.0,17676.8,59.995,478.1,-28.0,11.6,277.6,Solar,0.56,145.5,0.848,Yes,2026-03-12
RDG-00000238,STN_0042,Ottawa,2026-05-14 05:00:00,1224.0,11313.2,59.986,355.2,-14.0,48.8,31.8,Biomass,0.67,447.5,0.817,No,2026-06-24
RDG-00000239,STN_0150,Hamilton,2026-06-02 21:00:00,3042.9,13942.0,59.994,385.9,16.0,21.5,429.7,Biomass,0.24,409.1,0.919,No,2026-07-19
RDG-00000240,STN_0145,Northern,2026-01-29 12:00:00,2684.6,16059.3,60.029,126.9,15.6,75.4,42.1,Hydro,0.87,404.4,0.975,No,2026-02-07
RDG-00000241,STN_0130,Southwestern,2026-04-20 07:00:00,2916.1,11710.5,60.018,205.4,-21.2,16.2,873.7,Solar,0.29,119.9,0.956,No,2026-03-28
RDG-00000242,STN_0075,Southwestern,2026-03-29 11:00:00,3473.2,16370.3,60.035,244.1,23.7,62.1,282.2,Hydro,0.52,198.2,0.952,No,2026-03-31
RDG-00000243,STN_0152,Central,2026-07-22 19:00:00,1534.4,9103.3,59.976,422.7,-10.2,75.3,967.2,Gas,0.41,2.6,0.8,No,2026-02-12
RDG-00000244,STN_0033,Central,2026-07-08 19:00:00,1209.3,22872.7,59.977,270.4,26.7,11.9,457.4,Nuclear,0.37,207.7,0.985,No,2026-02-05
RDG-00000245,STN_0159,Niagara,2026-06-02 19:00:00,2500.8,22027.0,59.965,353.6,20.5,63.1,943.2,Biomass,0.31,267.8,0.908,No,2026-03-22
RDG-00000246,STN_0033,Durham,2026-01-19 10:00:00,1617.3,12185.5,59.981,235.4,30.0,19.5,128.1,Solar,0.22,481.1,0.809,No,2026-04-01
RDG-00000247,STN_0160,Eastern,2026-07-24 15:00:00,962.9,20544.0,59.954,295.7,1.4,20.3,935.5,Gas,0.69,146.0,0.868,No,2026-01-16
RDG-00000248,STN_0199,GTA,2026-04-21 11:00:00,79.9,17346.3,59.965,448.5,-4.0,28.0,246.2,Hydro,0.52,471.4,0.9,No,2026-04-30
RDG-00000249,STN_0104,Eastern,2026-05-12 20:00:00,2202.5,9145.7,59.998,163.2,24.6,7.4,587.0,Solar,0.19,448.9,0.867,Yes,2026-07-01
RDG-00000250,STN_0159,Niagara,2026-04-06 10:00:00,40.2,19061.9,59.953,202.1,-15.4,29.8,548.2,Nuclear,0.83,385.5,0.915,No,2026-07-10
RDG-00000251,STN_0147,Waterloo,2026-02-10 05:00:00,644.0,24188.4,60.041,129.2,-5.9,21.9,667.4,Wind,0.5,161.5,0.952,No,2026-01-22
RDG-00000252,STN_0137,Central,2026-02-08 21:00:00,2418.0,16925.0,60.02,340.3,-5.6,50.8,490.3,Nuclear,0.91,344.1,0.823,No,2026-04-30
RDG-00000253,STN_0149,Southwestern,2026-04-18 19:00:00,872.2,11884.0,59.959,160.6,-29.0,61.9,971.1,Nuclear,0.41,420.8,0.977,No,2026-01-30
RDG-00000254,STN_0062,Central,2026-07-18 21:00:00,484.7,23086.0,59.99,436.5,-23.3,12.1,58.1,Wind,0.93,11.9,0.918,No,2026-06-14
RDG-00000255,STN_0197,Hamilton,2026-06-20 22:00:00,3298.6,11011.0,60.039,435.9,12.5,40.3,578.9,Wind,0.95,187.4,0.859,No,2026-01-31
RDG-00000256,STN_0061,Eastern,2026-05-13 16:00:00,395.6,18613.0,60.019,436.5,-24.1,74.6,369.4,Solar,0.28,191.9,0.96,No,2026-02-23
RDG-00000257,STN_0048,Niagara,2026-02-01 02:00:00,3194.5,16549.4,59.954,283.6,2.8,73.5,690.2,Solar,0.86,290.8,0.844,No,2026-06-03
RDG-00000258,STN_0178,Northern,2026-06-29 14:00:00,112.6,24649.0,59.967,351.3,11.4,70.0,955.8,Wind,0.7,497.3,0.976,Yes,2026-06-03
RDG-00000259,STN_0076,Southwestern,2026-01-15 09:00:00,1315.6,23276.8,60.043,374.0,-26.7,52.3,996.2,Wind,0.78,423.1,0.897,No,2026-06-03
RDG-00000260,STN_0093,Eastern,2026-07-10 22:00:00,1589.2,20861.2,60.039,469.0,-13.6,79.4,769.7,Hydro,0.74,471.6,0.922,No,2026-02-20
RDG-00000261,STN_0112,Waterloo,2026-01-25 11:00:00,3482.3,19459.1,60.013,253.8,14.3,20.9,977.8,Solar,0.29,17.3,0.91,No,2026-05-15
RDG-00000262,STN_0106,Southwestern,2026-01-12 20:00:00,2790.6,13540.3,60.02,190.7,10.8,39.5,188.7,Gas,0.23,440.9,0.862,No,2026-04-14
RDG-00000263,STN_0096,Northern,2026-04-20 05:00:00,669.2,16604.6,60.049,460.2,28.8,15.6,17.2,Hydro,0.77,184.2,0.927,Yes,2026-07-14
RDG-00000264,STN_0034,Ottawa,2026-01-09 11:00:00,2762.0,18402.8,59.996,419.1,25.5,37.2,114.1,Biomass,0.49,143.7,0.906,Yes,2026-06-27
RDG-00000265,STN_0037,Central,2026-03-23 03:00:00,2884.0,14781.7,60.021,177.5,31.4,1.0,670.0,Wind,0.91,220.7,0.985,No,2026-05-10
RDG-00000266,STN_0081,Ottawa,2026-03-27 07:00:00,3384.3,10504.0,60.027,339.4,23.8,57.0,241.4,Hydro,0.48,396.3,0.825,No,2026-04-29
RDG-00000267,STN_0180,Ottawa,2026-02-27 21:00:00,2298.5,16152.5,60.0,488.2,26.2,75.9,152.9,Biomass,0.27,52.3,0.876,No,2026-05-19
RDG-00000268,STN_0126,Hamilton,2026-05-18 11:00:00,2143.1,19583.8,59.955,426.8,12.9,39.0,918.5,Wind,0.35,47.4,0.849,Yes,2026-04-06
RDG-00000269,STN_0185,Ottawa,2026-05-31 23:00:00,2427.3,12994.9,59.971,297.4,9.6,73.4,662.3,Hydro,0.68,30.9,0.816,No,2026-05-10
RDG-00000270,STN_0198,Northern,2026-05-11 05:00:00,279.3,20598.5,59.951,378.7,30.0,31.3,784.4,Gas,0.31,224.3,0.846,No,2026-04-29
RDG-00000271,STN_0191,Central,2026-06-28 18:00:00,925.3,19542.2,59.992,442.0,-21.6,11.2,914.0,Biomass,0.67,469.8,0.955,No,2026-05-11
RDG-00000272,STN_0040,Ottawa,2026-04-22 23:00:00,404.7,17519.0,60.034,469.5,-23.3,2.9,818.6,Wind,0.77,120.0,0.993,No,2026-06-03
RDG-00000273,STN_0057,Ottawa,2026-04-03 06:00:00,1809.3,8611.0,59.983,422.2,8.7,60.3,958.5,Wind,0.34,412.9,0.994,No,2026-01-18
RDG-00000274,STN_0172,Northern,2026-04-14 01:00:00,1877.0,19126.7,60.003,333.0,-23.4,74.8,102.7,Hydro,0.56,300.1,0.814,Yes,2026-06-19
RDG-00000275,STN_0098,Waterloo,2026-07-02 04:00:00,1075.0,18874.6,60.017,473.2,-20.8,1.7,202.5,Gas,0.78,359.9,0.804,Yes,2026-05-30
RDG-00000276,STN_0063,Hamilton,2026-05-08 06:00:00,3031.9,17213.5,59.983,163.5,29.7,52.7,878.1,Solar,0.66,496.0,0.958,No,2026-06-13
RDG-00000277,STN_0141,GTA,2026-02-18 18:00:00,2294.1,24786.5,59.964,345.7,19.8,17.2,182.9,Hydro,0.19,106.1,0.959,No,2026-07-08
RDG-00000278,STN_0050,Waterloo,2026-07-21 21:00:00,1269.2,10375.4,60.027,271.4,20.7,28.2,324.0,Gas,0.48,73.0,0.849,No,2026-01-18
RDG-00000279,STN_0099,Durham,2026-06-04 04:00:00,3472.5,8670.5,59.963,174.9,19.3,10.6,147.9,Biomass,0.64,369.0,0.87,No,2026-04-05
RDG-00000280,STN_0164,Northern,2026-02-07 15:00:00,2646.8,23097.7,60.008,312.0,-14.5,27.8,344.9,Gas,0.43,219.2,0.88,Yes,2026-04-10
RDG-00000281,STN_0159,Southwestern,2026-01-23 03:00:00,292.9,11519.4,60.028,426.6,7.5,15.5,94.7,Hydro,0.55,93.0,0.832,No,2026-07-26
RDG-00000282,STN_0181,Southwestern,2026-07-16 11:00:00,3255.9,23521.7,59.97,408.6,-27.2,28.2,677.8,Nuclear,0.36,270.4,0.833,No,2026-05-18
RDG-00000283,STN_0150,Ottawa,2026-02-09 16:00:00,2499.0,10060.2,60.021,418.0,-28.1,61.5,997.7,Solar,0.9,253.8,0.854,No,2026-02-27
RDG-00000284,STN_0106,Southwestern,2026-05-21 02:00:00,489.7,19396.5,59.999,340.1,-14.5,14.9,150.1,Gas,0.11,138.3,0.967,No,2026-03-13
RDG-00000285,STN_0182,Niagara,2026-04-29 23:00:00,2475.9,14992.9,59.962,427.8,-12.9,45.4,692.9,Gas,0.42,250.5,0.945,No,2026-03-30
RDG-00000286,STN_0065,Waterloo,2026-06-23 04:00:00,3246.4,17315.0,60.006,420.1,-29.1,28.3,137.6,Solar,0.37,226.7,0.816,No,2026-03-27
RDG-00000287,STN_0076,Waterloo,2026-02-16 16:00:00,3247.0,23673.1,60.034,161.0,29.1,78.8,193.7,Nuclear,0.61,207.3,0.969,No,2026-03-16
RDG-00000288,STN_0200,Central,2026-04-02 21:00:00,2246.9,22904.8,60.008,161.2,-12.0,19.6,656.8,Gas,0.44,314.7,0.835,No,2026-07-09
RDG-00000289,STN_0094,Ottawa,2026-03-18 17:00:00,2720.3,12717.5,59.971,483.8,22.7,2.1,896.9,Hydro,0.21,187.9,0.939,No,2026-01-03
RDG-00000290,STN_0147,Hamilton,2026-05-16 03:00:00,2260.6,9831.2,59.967,385.0,5.3,63.5,915.3,Hydro,0.84,109.6,0.822,No,2026-05-03
RDG-00000291,STN_0017,Niagara,2026-02-14 14:00:00,445.3,17623.7,60.019,200.5,24.9,54.1,793.7,Nuclear,0.54,466.5,0.852,No,2026-01-27
RDG-00000292,STN_0127,GTA,2026-03-21 09:00:00,1079.1,14428.5,60.02,473.7,-29.9,46.6,736.2,Solar,0.6,344.6,0.839,No,2026-01-26
RDG-00000293,STN_0183,Northern,2026-03-22 13:00:00,3136.4,22891.8,60.019,122.6,-14.2,57.1,970.0,Hydro,0.23,383.1,0.825,Yes,2026-03-22
RDG-00000294,STN_0078,Niagara,2026-07-03 22:00:00,3243.1,15497.7,60.035,426.8,-8.8,52.8,470.7,Solar,0.16,265.8,0.983,No,2026-04-11
RDG-00000295,STN_0190,Southwestern,2026-01-13 12:00:00,2299.8,20121.2,59.978,374.9,26.6,59.2,711.2,Solar,0.1,383.4,0.984,No,2026-06-11
RDG-00000296,STN_0037,Niagara,2026-07-08 16:00:00,2200.3,14778.0,59.974,263.6,27.8,70.1,652.0,Nuclear,0.51,433.9,0.932,No,2026-03-17
RDG-00000297,STN_0059,Niagara,2026-02-20 01:00:00,1112.9,21527.0,59.968,190.5,-5.8,78.6,56.5,Hydro,0.79,489.1,0.918,No,2026-02-19
RDG-00000298,STN_0141,Central,2026-07-20 20:00:00,2076.7,14978.7,59.965,426.6,30.5,46.7,337.6,Solar,0.73,420.0,0.825,No,2026-05-04
RDG-00000299,STN_0036,Ottawa,2026-01-24 22:00:00,249.6,9076.0,59.98,315.2,-27.1,59.5,402.0,Wind,0.79,448.0,0.86,No,2026-01-26
RDG-00000300,STN_0028,Eastern,2026-04-03 21:00:00,1761.6,11993.0,59.978,259.4,-23.7,49.1,72.0,Hydro,0.55,491.0,0.988,Yes,2026-06-15
RDG-00000301,STN_0142,Waterloo,2026-01-26 00:00:00,2312.1,22013.6,60.03,263.1,14.8,53.5,519.3,Hydro,0.1,0.2,0.839,Yes,2026-05-26
RDG-00000302,STN_0058,Northern,2026-01-14 11:00:00,1423.0,22544.7,60.035,419.5,23.4,17.6,116.6,Wind,0.14,66.6,0.967,No,2026-05-28
RDG-00000303,STN_0195,Durham,2026-02-08 08:00:00,2749.4,22465.2,60.016,260.8,-8.9,41.8,734.0,Solar,0.64,288.5,0.922,Yes,2026-03-24
RDG-00000304,STN_0192,Ottawa,2026-05-25 20:00:00,622.3,24382.4,59.988,431.2,30.6,61.3,105.8,Hydro,0.71,82.7,0.82,No,2026-04-06
RDG-00000305,STN_0141,Central,2026-06-24 01:00:00,1714.7,12058.3,59.986,443.2,4.1,0.5,908.6,Wind,0.7,230.2,0.831,Yes,2026-06-25
RDG-00000306,STN_0177,Waterloo,2026-06-10 18:00:00,744.3,17091.6,59.962,157.3,-1.5,13.1,744.6,Solar,0.5,248.4,0.978,No,2026-05-14
RDG-00000307,STN_0024,Hamilton,2026-07-01 02:00:00,1886.0,17971.5,60.034,125.4,32.3,60.4,75.4,Wind,0.68,475.1,0.881,No,2026-04-13
RDG-00000308,STN_0096,Central,2026-07-09 23:00:00,2119.4,8567.1,59.996,227.5,-3.0,19.9,728.7,Hydro,0.47,116.2,0.847,No,2026-02-24
RDG-00000309,STN_0144,Central,2026-04-15 00:00:00,2358.2,19861.1,60.006,206.5,6.0,78.3,845.0,Gas,0.23,105.3,0.887,No,2026-04-17
RDG-00000310,STN_0042,Central,2026-04-15 20:00:00,2859.4,11601.0,60.026,127.7,-29.6,40.0,802.6,Biomass,0.9,336.9,0.865,No,2026-02-16
