TRANSACTION_ID,BUSINESS_ENTITY_ID,ENTITY_NAME,BUSINESS_TYPE,SECTOR,REVENUE_AMOUNT,TAX_COLLECTED,TRANSACTION_DATE,FISCAL_QUARTER,REGION,EMPLOYEE_COUNT,ANNUAL_REVENUE_TIER,COMPLIANCE_STATUS,AUDIT_FLAG,BN_NUMBER,LAST_UPDATED
TXN-00000139,BIZ-00031,Ontario Business 165,Cooperative,Healthcare,4478600.22,101520.04,2024-03-31,2024-07-01,GTA,1569,<$1M,Exempt,No,240209359RC0001,2026-01-05
TXN-00000140,BIZ-00245,Ontario Business 182,Non-Profit,Healthcare,1370170.07,538653.63,2025-01-17,2025-10-01,Niagara,633,>$100M,Exempt,No,881896711RC0001,2026-04-28
TXN-00000141,BIZ-00352,Ontario Business 193,Corporation,Healthcare,3599882.37,35579.48,2024-10-03,2025-01-01,Southwestern,13,<$1M,Compliant,Yes,521133748RC0001,2026-06-17
TXN-00000142,BIZ-00191,Ontario Business 176,Crown Corporation,Education,3472233.49,299988.5,2025-03-05,2025-10-01,Central,3752,$1-5M,Under Review,No,615067743RC0001,2026-03-19
TXN-00000143,BIZ-00043,Ontario Business 392,Corporation,Energy,14571.29,337821.87,2025-09-21,2024-04-01,Northern,1977,$1-5M,Compliant,No,557655769RC0001,2026-07-14
TXN-00000144,BIZ-00360,Ontario Business 96,Corporation,Retail,3515165.62,413740.48,2026-06-03,2025-10-01,Ottawa,3074,$5-25M,Under Review,No,335931082RC0001,2026-07-22
TXN-00000145,BIZ-00007,Ontario Business 165,Sole Proprietorship,Retail,825412.43,387707.5,2025-05-17,2024-07-01,Niagara,1221,>$100M,Under Review,Yes,717939405RC0001,2026-07-25
TXN-00000146,BIZ-00333,Ontario Business 194,Corporation,Energy,4338410.86,311403.97,2026-05-29,2024-04-01,Niagara,3262,<$1M,Exempt,Yes,336495673RC0001,2026-04-21
TXN-00000147,BIZ-00434,Ontario Business 446,Crown Corporation,Technology,1658971.5,38186.69,2024-05-01,2024-07-01,Hamilton,4704,$25-100M,Exempt,No,824489056RC0001,2026-02-21
TXN-00000148,BIZ-00054,Ontario Business 305,Non-Profit,Retail,2062630.34,21078.43,2025-09-28,2025-10-01,GTA,4502,$25-100M,Non-Compliant,No,988411055RC0001,2026-01-18
TXN-00000149,BIZ-00442,Ontario Business 77,Sole Proprietorship,Mining,4314236.76,332375.55,2024-01-19,2026-01-01,Durham,4236,$5-25M,Exempt,No,704715527RC0001,2026-05-19
TXN-00000150,BIZ-00261,Ontario Business 465,Non-Profit,Finance,1280570.0,140995.87,2024-12-22,2025-10-01,Durham,3209,>$100M,Exempt,Yes,579953541RC0001,2026-03-06
TXN-00000151,BIZ-00472,Ontario Business 258,Sole Proprietorship,Manufacturing,62038.7,506595.66,2024-02-06,2026-01-01,Ottawa,2658,$5-25M,Exempt,No,733947425RC0001,2026-04-01
TXN-00000152,BIZ-00009,Ontario Business 60,Sole Proprietorship,Manufacturing,1923837.13,557646.21,2026-01-14,2024-07-01,Ottawa,2684,$25-100M,Exempt,Yes,397451598RC0001,2026-01-05
TXN-00000153,BIZ-00275,Ontario Business 82,Non-Profit,Finance,4737296.51,489045.01,2025-02-19,2025-04-01,Waterloo,976,$1-5M,Exempt,Yes,551122303RC0001,2026-07-22
TXN-00000154,BIZ-00167,Ontario Business 29,Non-Profit,Retail,3350869.27,109069.11,2026-04-09,2025-01-01,Ottawa,3062,>$100M,Exempt,Yes,603781974RC0001,2026-05-18
TXN-00000155,BIZ-00044,Ontario Business 408,Sole Proprietorship,Healthcare,4410051.28,539308.06,2024-03-05,2025-07-01,Ottawa,4200,<$1M,Under Review,No,966669656RC0001,2026-05-29
TXN-00000156,BIZ-00412,Ontario Business 12,Corporation,Retail,4513618.51,386232.48,2024-11-07,2025-10-01,Southwestern,2306,>$100M,Non-Compliant,Yes,926767639RC0001,2026-03-30
TXN-00000157,BIZ-00350,Ontario Business 413,Non-Profit,Healthcare,1643718.62,393190.76,2024-08-16,2025-04-01,Northern,4052,>$100M,Compliant,Yes,768135778RC0001,2026-06-25
TXN-00000158,BIZ-00083,Ontario Business 223,Non-Profit,Mining,272681.59,405397.72,2026-05-14,2025-10-01,GTA,3464,>$100M,Compliant,No,431035358RC0001,2026-01-21
TXN-00000159,BIZ-00220,Ontario Business 459,Cooperative,Education,4355563.23,252741.62,2024-04-15,2026-01-01,Hamilton,1247,>$100M,Non-Compliant,Yes,102103065RC0001,2026-04-15
TXN-00000160,BIZ-00455,Ontario Business 444,Crown Corporation,Technology,2786042.71,19466.45,2026-01-28,2025-07-01,Durham,1259,$5-25M,Compliant,No,769022935RC0001,2026-06-15
TXN-00000161,BIZ-00246,Ontario Business 249,Cooperative,Mining,4874873.3,209561.78,2025-05-10,2024-10-01,Southwestern,56,<$1M,Under Review,Yes,311844893RC0001,2026-01-22
TXN-00000162,BIZ-00188,Ontario Business 34,Cooperative,Agriculture,4324368.4,60127.36,2024-12-21,2025-10-01,Northern,1248,$5-25M,Non-Compliant,No,550268175RC0001,2026-03-09
TXN-00000163,BIZ-00331,Ontario Business 492,Corporation,Mining,1353133.19,627426.02,2024-12-20,2025-01-01,Northern,2973,<$1M,Compliant,Yes,110761375RC0001,2026-02-04
TXN-00000164,BIZ-00441,Ontario Business 441,Crown Corporation,Manufacturing,1062046.67,605978.73,2026-05-05,2024-10-01,Northern,3630,$25-100M,Exempt,Yes,670697855RC0001,2026-03-25
TXN-00000165,BIZ-00296,Ontario Business 157,Cooperative,Finance,2113799.0,112079.97,2025-09-23,2025-07-01,Central,2163,$1-5M,Non-Compliant,No,677896927RC0001,2026-07-21
TXN-00000166,BIZ-00094,Ontario Business 47,Sole Proprietorship,Agriculture,3168310.14,76261.2,2024-11-16,2025-07-01,Hamilton,3322,>$100M,Non-Compliant,Yes,821769645RC0001,2026-04-05
TXN-00000167,BIZ-00446,Ontario Business 499,Corporation,Manufacturing,3113199.15,495849.62,2025-01-06,2025-07-01,Eastern,1287,$1-5M,Exempt,No,114951539RC0001,2026-05-10
TXN-00000168,BIZ-00389,Ontario Business 111,Non-Profit,Construction,1211824.19,300903.29,2026-07-07,2024-10-01,Central,1226,$1-5M,Under Review,No,352036715RC0001,2026-03-06
TXN-00000169,BIZ-00358,Ontario Business 75,Corporation,Manufacturing,2845122.17,518512.67,2025-05-09,2025-10-01,Central,3582,$1-5M,Compliant,No,311825865RC0001,2026-02-27
TXN-00000170,BIZ-00192,Ontario Business 10,Corporation,Education,3547578.58,556860.03,2024-11-29,2025-07-01,Durham,363,$5-25M,Under Review,No,144739762RC0001,2026-05-02
TXN-00000171,BIZ-00440,Ontario Business 348,Non-Profit,Finance,2597439.57,121749.54,2026-01-22,2025-07-01,Durham,3611,$1-5M,Under Review,No,125016097RC0001,2026-07-16
TXN-00000172,BIZ-00220,Ontario Business 449,Sole Proprietorship,Energy,4344799.85,618639.74,2026-01-11,2025-01-01,Niagara,160,>$100M,Compliant,No,478021761RC0001,2026-05-18
TXN-00000173,BIZ-00069,Ontario Business 424,Cooperative,Finance,2090907.59,491250.54,2025-12-24,2024-07-01,Niagara,3770,$5-25M,Compliant,Yes,190577803RC0001,2026-04-05
TXN-00000174,BIZ-00102,Ontario Business 436,Sole Proprietorship,Construction,3736577.79,642334.54,2024-08-08,2025-04-01,Ottawa,2340,$25-100M,Exempt,No,912951102RC0001,2026-04-08
TXN-00000175,BIZ-00436,Ontario Business 358,Non-Profit,Agriculture,3483275.63,273987.13,2026-01-23,2026-01-01,Ottawa,1937,$25-100M,Exempt,Yes,663729185RC0001,2026-01-08
TXN-00000176,BIZ-00442,Ontario Business 415,Cooperative,Energy,1241616.65,119883.78,2025-08-20,2024-07-01,Northern,1230,$1-5M,Exempt,No,586298637RC0001,2026-06-26
TXN-00000177,BIZ-00383,Ontario Business 187,Sole Proprietorship,Construction,3960709.26,252859.86,2026-04-05,2025-04-01,Central,933,$1-5M,Non-Compliant,No,266094054RC0001,2026-02-13
TXN-00000178,BIZ-00079,Ontario Business 7,Non-Profit,Manufacturing,3924845.44,501569.65,2026-05-01,2025-04-01,Southwestern,1078,>$100M,Exempt,Yes,325162693RC0001,2026-05-13
TXN-00000179,BIZ-00030,Ontario Business 230,Corporation,Agriculture,3389204.98,612728.23,2024-02-15,2025-10-01,Waterloo,4855,$1-5M,Non-Compliant,No,179712958RC0001,2026-01-10
TXN-00000180,BIZ-00487,Ontario Business 197,Cooperative,Agriculture,999205.48,468315.13,2025-09-23,2024-10-01,Ottawa,3123,$1-5M,Exempt,Yes,428703399RC0001,2026-06-27
TXN-00000181,BIZ-00095,Ontario Business 249,Non-Profit,Energy,3505792.02,516765.66,2024-04-18,2024-04-01,Eastern,3454,$1-5M,Compliant,No,504375402RC0001,2026-06-03
TXN-00000182,BIZ-00171,Ontario Business 334,Cooperative,Education,4564664.88,205454.41,2024-02-05,2025-10-01,Waterloo,2459,<$1M,Under Review,Yes,442635132RC0001,2026-02-13
TXN-00000183,BIZ-00281,Ontario Business 271,Non-Profit,Mining,2912588.52,515858.65,2024-01-02,2025-10-01,GTA,4304,<$1M,Compliant,Yes,594339784RC0001,2026-01-26
TXN-00000184,BIZ-00145,Ontario Business 306,Cooperative,Finance,4570520.38,132898.99,2025-02-13,2024-04-01,Eastern,3392,>$100M,Compliant,No,699524873RC0001,2026-06-19
TXN-00000185,BIZ-00259,Ontario Business 147,Partnership,Retail,1047891.48,541243.08,2024-05-17,2024-07-01,Eastern,1424,$25-100M,Exempt,No,547404483RC0001,2026-02-24
TXN-00000186,BIZ-00443,Ontario Business 287,Sole Proprietorship,Healthcare,3575801.3,49442.37,2025-05-31,2024-04-01,Southwestern,1909,>$100M,Non-Compliant,Yes,150097727RC0001,2026-07-17
TXN-00000187,BIZ-00303,Ontario Business 241,Non-Profit,Construction,1647921.13,501406.27,2025-06-08,2025-04-01,Northern,961,>$100M,Compliant,Yes,170552039RC0001,2026-07-27
TXN-00000188,BIZ-00270,Ontario Business 435,Cooperative,Construction,1397088.29,108068.97,2024-04-03,2025-01-01,Ottawa,1008,$1-5M,Exempt,No,764772245RC0001,2026-06-27
TXN-00000189,BIZ-00226,Ontario Business 159,Crown Corporation,Technology,1086800.25,85331.3,2024-08-05,2024-07-01,Northern,592,$25-100M,Compliant,No,944552919RC0001,2026-07-12
TXN-00000190,BIZ-00009,Ontario Business 158,Sole Proprietorship,Manufacturing,4343445.22,321105.11,2024-11-18,2024-07-01,Ottawa,4367,$5-25M,Under Review,Yes,545071391RC0001,2026-02-25
TXN-00000191,BIZ-00013,Ontario Business 439,Partnership,Healthcare,1905893.35,84774.33,2025-04-09,2024-10-01,Niagara,733,>$100M,Compliant,Yes,717181323RC0001,2026-03-30
TXN-00000192,BIZ-00116,Ontario Business 50,Corporation,Technology,4867890.3,536652.82,2025-04-15,2024-10-01,Central,528,$1-5M,Exempt,Yes,267612240RC0001,2026-02-19
TXN-00000193,BIZ-00279,Ontario Business 334,Corporation,Healthcare,1077430.1,291763.85,2024-02-02,2024-10-01,GTA,4635,>$100M,Compliant,No,105245433RC0001,2026-01-20
TXN-00000194,BIZ-00444,Ontario Business 469,Partnership,Education,3081037.36,53629.18,2025-12-22,2025-01-01,Niagara,294,$25-100M,Exempt,Yes,627129311RC0001,2026-02-10
TXN-00000195,BIZ-00019,Ontario Business 324,Cooperative,Retail,1822942.76,452500.68,2025-08-08,2024-04-01,Niagara,1677,$5-25M,Under Review,Yes,322059766RC0001,2026-04-03
TXN-00000196,BIZ-00014,Ontario Business 58,Crown Corporation,Finance,2106643.46,211615.54,2024-03-10,2024-04-01,Southwestern,4721,$5-25M,Exempt,Yes,621140116RC0001,2026-03-04
TXN-00000197,BIZ-00019,Ontario Business 450,Partnership,Healthcare,4050869.66,615951.58,2024-04-12,2025-01-01,Eastern,1029,<$1M,Exempt,No,317985137RC0001,2026-01-15
TXN-00000198,BIZ-00443,Ontario Business 443,Non-Profit,Finance,1467788.79,178.33,2024-11-12,2024-07-01,Eastern,2769,>$100M,Exempt,No,462316968RC0001,2026-03-03
TXN-00000199,BIZ-00122,Ontario Business 289,Corporation,Manufacturing,3976989.86,146514.53,2025-06-13,2025-07-01,Hamilton,2277,$1-5M,Under Review,Yes,731407355RC0001,2026-03-23
TXN-00000200,BIZ-00448,Ontario Business 259,Corporation,Technology,139294.85,359248.15,2024-04-14,2025-10-01,Northern,3090,$25-100M,Non-Compliant,Yes,199345608RC0001,2026-07-02
TXN-00000201,BIZ-00159,Ontario Business 221,Non-Profit,Manufacturing,3242279.28,174266.71,2025-01-06,2024-04-01,GTA,1845,>$100M,Non-Compliant,No,487357041RC0001,2026-05-11
TXN-00000202,BIZ-00367,Ontario Business 346,Cooperative,Retail,1943161.99,482903.97,2025-10-20,2024-10-01,GTA,801,>$100M,Compliant,Yes,250801268RC0001,2026-02-24
TXN-00000203,BIZ-00087,Ontario Business 2,Corporation,Education,4887711.23,68443.88,2025-06-18,2024-04-01,Niagara,130,>$100M,Compliant,No,922096457RC0001,2026-03-31
TXN-00000204,BIZ-00017,Ontario Business 234,Partnership,Healthcare,4595782.55,482961.03,2024-06-14,2025-10-01,Hamilton,3877,$5-25M,Compliant,No,530829973RC0001,2026-01-25
TXN-00000205,BIZ-00454,Ontario Business 201,Cooperative,Finance,3309721.11,437898.24,2026-07-18,2025-04-01,Eastern,4949,$25-100M,Non-Compliant,No,677599303RC0001,2026-07-10
TXN-00000206,BIZ-00446,Ontario Business 326,Non-Profit,Construction,3923135.08,107117.53,2024-05-25,2024-04-01,Southwestern,4553,$25-100M,Compliant,Yes,989492949RC0001,2026-02-28
TXN-00000207,BIZ-00197,Ontario Business 401,Cooperative,Energy,1138184.72,317177.38,2026-02-09,2025-04-01,Ottawa,2069,$5-25M,Under Review,No,223477745RC0001,2026-06-25
TXN-00000208,BIZ-00465,Ontario Business 299,Crown Corporation,Retail,1686241.72,41970.79,2024-10-30,2025-07-01,Waterloo,3017,$5-25M,Compliant,Yes,153408467RC0001,2026-02-07
TXN-00000209,BIZ-00322,Ontario Business 317,Corporation,Education,3594776.74,227624.74,2025-04-26,2025-01-01,Central,3480,$5-25M,Under Review,No,838656514RC0001,2026-02-05
TXN-00000210,BIZ-00304,Ontario Business 131,Sole Proprietorship,Education,3146310.15,24809.92,2026-03-13,2024-04-01,Waterloo,4266,$1-5M,Non-Compliant,No,160866685RC0001,2026-06-15
TXN-00000211,BIZ-00268,Ontario Business 60,Partnership,Education,3325405.59,287325.25,2024-06-03,2025-01-01,Niagara,50,$25-100M,Non-Compliant,Yes,628264131RC0001,2026-01-16
TXN-00000212,BIZ-00402,Ontario Business 220,Corporation,Finance,868129.53,110452.83,2024-11-26,2025-01-01,Ottawa,1542,$5-25M,Compliant,No,552326145RC0001,2026-02-17
TXN-00000213,BIZ-00096,Ontario Business 280,Corporation,Mining,1732793.8,601975.74,2025-05-18,2025-07-01,Southwestern,259,<$1M,Exempt,Yes,582250796RC0001,2026-06-07
TXN-00000214,BIZ-00019,Ontario Business 180,Non-Profit,Retail,2772782.81,359955.82,2025-04-01,2025-01-01,Waterloo,1673,$1-5M,Exempt,Yes,128239636RC0001,2026-07-14
TXN-00000215,BIZ-00470,Ontario Business 492,Non-Profit,Finance,4006963.11,275192.79,2025-11-07,2025-07-01,Niagara,894,$1-5M,Compliant,No,405900106RC0001,2026-04-09
TXN-00000216,BIZ-00143,Ontario Business 370,Crown Corporation,Construction,1880742.46,301352.25,2026-04-16,2025-07-01,Niagara,1390,$5-25M,Compliant,No,479021796RC0001,2026-01-15
TXN-00000217,BIZ-00382,Ontario Business 349,Corporation,Retail,1239818.86,639731.46,2025-08-10,2024-10-01,Central,3839,<$1M,Under Review,No,228640738RC0001,2026-01-03
TXN-00000218,BIZ-00074,Ontario Business 267,Partnership,Energy,3823785.18,69683.77,2024-09-01,2024-10-01,Central,2733,$1-5M,Compliant,Yes,299348566RC0001,2026-06-22
TXN-00000219,BIZ-00445,Ontario Business 372,Non-Profit,Education,1687400.37,366916.0,2025-07-03,2024-07-01,Waterloo,4335,<$1M,Non-Compliant,Yes,669172701RC0001,2026-02-22
TXN-00000220,BIZ-00415,Ontario Business 310,Corporation,Energy,974613.89,630996.0,2025-05-15,2025-01-01,GTA,4435,$1-5M,Compliant,Yes,703456239RC0001,2026-05-15
TXN-00000221,BIZ-00149,Ontario Business 10,Corporation,Education,3187095.8,301600.52,2025-02-15,2024-10-01,Ottawa,4766,<$1M,Compliant,No,113638583RC0001,2026-05-06
TXN-00000222,BIZ-00452,Ontario Business 52,Non-Profit,Construction,175984.04,230161.68,2025-05-11,2025-04-01,Southwestern,2854,$5-25M,Compliant,No,734686273RC0001,2026-01-30
TXN-00000223,BIZ-00456,Ontario Business 159,Sole Proprietorship,Agriculture,2273534.85,282148.77,2024-07-31,2025-04-01,Eastern,954,$5-25M,Non-Compliant,No,631866203RC0001,2026-04-19
TXN-00000224,BIZ-00312,Ontario Business 162,Non-Profit,Construction,3125033.73,366121.2,2024-07-03,2025-10-01,Eastern,1345,$25-100M,Under Review,Yes,383973697RC0001,2026-02-28
TXN-00000225,BIZ-00251,Ontario Business 388,Corporation,Manufacturing,3382271.15,412591.73,2024-03-21,2024-04-01,Central,3352,$25-100M,Non-Compliant,Yes,385142345RC0001,2026-01-17
TXN-00000226,BIZ-00351,Ontario Business 120,Partnership,Manufacturing,106264.99,291470.44,2025-06-14,2025-01-01,Northern,4730,>$100M,Exempt,No,970439177RC0001,2026-06-27
TXN-00000227,BIZ-00281,Ontario Business 44,Cooperative,Education,167933.3,230309.18,2026-01-08,2024-07-01,Waterloo,847,$25-100M,Compliant,Yes,830904829RC0001,2026-03-10
TXN-00000228,BIZ-00096,Ontario Business 444,Sole Proprietorship,Education,3747014.12,286989.64,2026-01-16,2025-01-01,Hamilton,2043,>$100M,Compliant,Yes,333919806RC0001,2026-01-20
TXN-00000229,BIZ-00270,Ontario Business 135,Sole Proprietorship,Retail,376279.38,223963.4,2025-11-21,2026-01-01,Ottawa,3584,>$100M,Under Review,No,233503907RC0001,2026-01-17
TXN-00000230,BIZ-00056,Ontario Business 380,Partnership,Construction,1909378.39,582938.66,2024-01-26,2026-01-01,Eastern,2092,$25-100M,Exempt,Yes,887037543RC0001,2026-03-30
TXN-00000231,BIZ-00160,Ontario Business 62,Partnership,Energy,4658769.36,515796.64,2025-03-03,2025-04-01,Hamilton,1590,<$1M,Compliant,No,649600944RC0001,2026-05-17
TXN-00000232,BIZ-00168,Ontario Business 304,Sole Proprietorship,Education,2012715.2,307774.81,2026-01-13,2024-04-01,GTA,4469,>$100M,Non-Compliant,Yes,689289762RC0001,2026-02-19
TXN-00000233,BIZ-00024,Ontario Business 64,Partnership,Agriculture,3339810.86,308102.23,2026-01-23,2024-07-01,Niagara,3060,$25-100M,Compliant,Yes,827808779RC0001,2026-07-22
TXN-00000234,BIZ-00484,Ontario Business 136,Corporation,Agriculture,3419253.26,24631.9,2025-11-18,2024-10-01,Southwestern,2330,$25-100M,Under Review,Yes,564103758RC0001,2026-01-17
TXN-00000235,BIZ-00240,Ontario Business 106,Partnership,Education,170887.46,610580.53,2025-07-12,2026-01-01,Eastern,3555,$1-5M,Compliant,No,705562889RC0001,2026-02-19
TXN-00000236,BIZ-00354,Ontario Business 48,Non-Profit,Healthcare,950736.07,592093.17,2026-02-20,2024-10-01,Waterloo,1651,>$100M,Compliant,No,464388115RC0001,2026-01-02
TXN-00000237,BIZ-00333,Ontario Business 118,Corporation,Agriculture,3935785.64,149483.98,2025-08-04,2024-07-01,Ottawa,3292,$5-25M,Exempt,No,373881207RC0001,2026-05-29
TXN-00000238,BIZ-00095,Ontario Business 372,Crown Corporation,Manufacturing,2804762.3,633020.37,2025-07-22,2024-07-01,Eastern,1916,$25-100M,Under Review,Yes,782522550RC0001,2026-05-05
TXN-00000239,BIZ-00415,Ontario Business 357,Non-Profit,Healthcare,2791770.54,236519.78,2026-07-08,2025-01-01,Waterloo,1519,$5-25M,Under Review,Yes,287804238RC0001,2026-01-23
TXN-00000240,BIZ-00103,Ontario Business 204,Crown Corporation,Healthcare,2041037.08,423616.13,2024-09-07,2025-04-01,Ottawa,3880,>$100M,Exempt,No,114323006RC0001,2026-02-09
TXN-00000241,BIZ-00262,Ontario Business 253,Partnership,Mining,4970497.13,306902.79,2025-02-27,2025-04-01,Durham,4169,<$1M,Compliant,No,846072768RC0001,2026-01-08
TXN-00000242,BIZ-00128,Ontario Business 301,Corporation,Education,2404379.68,48541.81,2025-06-27,2025-01-01,Hamilton,4994,$1-5M,Non-Compliant,Yes,912643129RC0001,2026-01-15
TXN-00000243,BIZ-00398,Ontario Business 285,Sole Proprietorship,Finance,3935948.84,420096.56,2025-06-13,2024-07-01,Southwestern,3488,>$100M,Non-Compliant,Yes,737335704RC0001,2026-03-23
TXN-00000244,BIZ-00126,Ontario Business 424,Crown Corporation,Mining,2583397.01,96704.21,2026-03-05,2024-10-01,GTA,3594,$1-5M,Non-Compliant,No,206443179RC0001,2026-06-23
TXN-00000245,BIZ-00044,Ontario Business 175,Crown Corporation,Finance,1156763.48,33885.58,2025-12-12,2025-10-01,Hamilton,4527,<$1M,Compliant,No,514159386RC0001,2026-05-06
TXN-00000246,BIZ-00020,Ontario Business 44,Partnership,Healthcare,4243958.96,364927.69,2024-01-01,2025-04-01,Southwestern,3585,<$1M,Under Review,Yes,703272429RC0001,2026-02-21
TXN-00000247,BIZ-00388,Ontario Business 215,Sole Proprietorship,Retail,2742946.31,199990.14,2024-12-03,2025-10-01,Northern,1754,$25-100M,Exempt,Yes,615017335RC0001,2026-02-26
TXN-00000248,BIZ-00412,Ontario Business 411,Sole Proprietorship,Construction,2296500.55,264757.23,2025-12-21,2025-10-01,Eastern,2719,<$1M,Under Review,No,698430434RC0001,2026-05-26
TXN-00000249,BIZ-00441,Ontario Business 299,Corporation,Education,1799309.1,308489.04,2024-03-17,2025-10-01,Waterloo,4496,$5-25M,Under Review,No,534506901RC0001,2026-07-01
TXN-00000250,BIZ-00125,Ontario Business 346,Sole Proprietorship,Construction,3706945.34,541331.52,2025-03-02,2024-07-01,Durham,2232,$5-25M,Under Review,No,617384907RC0001,2026-04-26
TXN-00000251,BIZ-00247,Ontario Business 366,Crown Corporation,Agriculture,1811595.81,89848.66,2025-09-16,2025-04-01,Central,4138,$1-5M,Exempt,Yes,675228263RC0001,2026-06-24
TXN-00000252,BIZ-00476,Ontario Business 412,Non-Profit,Manufacturing,2199618.4,202904.33,2026-06-16,2024-10-01,Eastern,3092,<$1M,Non-Compliant,Yes,388485676RC0001,2026-03-10
TXN-00000253,BIZ-00167,Ontario Business 3,Sole Proprietorship,Energy,4163188.65,253520.62,2025-10-17,2024-04-01,Northern,988,$25-100M,Under Review,No,947700659RC0001,2026-05-31
TXN-00000254,BIZ-00285,Ontario Business 280,Corporation,Education,3795360.69,470162.54,2024-08-27,2026-01-01,Niagara,1707,$1-5M,Non-Compliant,Yes,339222667RC0001,2026-07-22
TXN-00000255,BIZ-00261,Ontario Business 420,Cooperative,Technology,1520797.08,319101.3,2024-04-02,2024-10-01,Niagara,4497,<$1M,Exempt,No,442546784RC0001,2026-01-31
TXN-00000256,BIZ-00008,Ontario Business 269,Crown Corporation,Healthcare,3073979.06,385872.26,2026-07-28,2024-04-01,Hamilton,4116,$1-5M,Under Review,Yes,352233735RC0001,2026-02-02
TXN-00000257,BIZ-00319,Ontario Business 156,Corporation,Finance,3381560.52,516342.44,2025-08-25,2025-04-01,Northern,2941,<$1M,Compliant,No,501021314RC0001,2026-04-25
TXN-00000258,BIZ-00187,Ontario Business 187,Partnership,Construction,1507101.83,245779.52,2025-10-11,2024-10-01,Durham,584,<$1M,Exempt,Yes,942045850RC0001,2026-03-29
TXN-00000259,BIZ-00202,Ontario Business 31,Partnership,Energy,2394745.98,340238.77,2025-10-02,2025-04-01,Ottawa,417,>$100M,Exempt,Yes,936242304RC0001,2026-01-08
TXN-00000260,BIZ-00383,Ontario Business 221,Crown Corporation,Healthcare,2040693.19,632962.36,2025-11-21,2024-07-01,Central,1587,<$1M,Exempt,No,535804966RC0001,2026-01-06
TXN-00000261,BIZ-00412,Ontario Business 355,Sole Proprietorship,Retail,1460063.88,243503.97,2025-09-07,2026-01-01,Waterloo,749,>$100M,Compliant,No,328623452RC0001,2026-02-28
TXN-00000262,BIZ-00389,Ontario Business 354,Crown Corporation,Mining,4875601.36,213358.64,2024-12-06,2025-07-01,Southwestern,3222,<$1M,Exempt,Yes,388108357RC0001,2026-07-18
TXN-00000263,BIZ-00093,Ontario Business 214,Corporation,Energy,972586.3,566210.44,2025-07-13,2024-10-01,Southwestern,4981,>$100M,Exempt,No,504979614RC0001,2026-07-05
TXN-00000264,BIZ-00026,Ontario Business 280,Cooperative,Healthcare,2569953.59,492593.19,2025-06-13,2024-04-01,Southwestern,885,$5-25M,Compliant,Yes,549936571RC0001,2026-02-27
TXN-00000265,BIZ-00481,Ontario Business 157,Non-Profit,Construction,1301245.12,68533.21,2026-04-01,2025-10-01,Ottawa,4619,$1-5M,Exempt,Yes,276862100RC0001,2026-02-10
TXN-00000266,BIZ-00336,Ontario Business 381,Non-Profit,Manufacturing,4395990.13,390469.28,2025-12-05,2025-04-01,Southwestern,1765,<$1M,Under Review,Yes,949415925RC0001,2026-02-20
TXN-00000267,BIZ-00141,Ontario Business 436,Cooperative,Energy,1652464.06,285748.1,2025-09-17,2024-04-01,GTA,3895,$1-5M,Non-Compliant,No,515926371RC0001,2026-07-20
TXN-00000268,BIZ-00437,Ontario Business 437,Non-Profit,Construction,656468.82,162276.9,2025-01-25,2025-01-01,Niagara,2855,$25-100M,Under Review,No,849247738RC0001,2026-01-19
TXN-00000269,BIZ-00332,Ontario Business 349,Partnership,Healthcare,4824602.74,34288.7,2024-04-11,2025-01-01,Niagara,3979,$25-100M,Exempt,No,622494537RC0001,2026-06-05
TXN-00000270,BIZ-00185,Ontario Business 412,Non-Profit,Manufacturing,3717168.26,467711.67,2024-05-15,2025-04-01,Waterloo,3138,$25-100M,Under Review,No,185432420RC0001,2026-05-31
TXN-00000271,BIZ-00216,Ontario Business 242,Partnership,Energy,3897540.25,378745.4,2024-05-01,2024-10-01,GTA,4955,$5-25M,Non-Compliant,No,819424186RC0001,2026-01-07
TXN-00000272,BIZ-00473,Ontario Business 84,Non-Profit,Mining,4417123.37,180661.95,2024-11-01,2025-01-01,Durham,4329,$1-5M,Exempt,No,533450549RC0001,2026-05-27
TXN-00000273,BIZ-00143,Ontario Business 490,Corporation,Manufacturing,3375780.1,251534.53,2024-10-03,2025-10-01,Durham,4951,>$100M,Exempt,Yes,657660908RC0001,2026-07-16
TXN-00000274,BIZ-00246,Ontario Business 266,Crown Corporation,Manufacturing,2824660.65,51260.07,2024-10-31,2024-07-01,Durham,1961,$5-25M,Compliant,No,754880270RC0001,2026-01-14
TXN-00000275,BIZ-00352,Ontario Business 145,Partnership,Retail,2332857.52,121148.86,2024-02-24,2026-01-01,Northern,2968,$5-25M,Non-Compliant,No,879904172RC0001,2026-02-08
TXN-00000276,BIZ-00246,Ontario Business 288,Crown Corporation,Healthcare,305500.96,217196.4,2025-04-16,2024-10-01,Durham,3894,$5-25M,Compliant,No,441026611RC0001,2026-01-24
TXN-00000277,BIZ-00447,Ontario Business 315,Sole Proprietorship,Mining,620408.85,164232.67,2026-03-27,2024-04-01,Eastern,3677,>$100M,Under Review,Yes,345229455RC0001,2026-03-22
TXN-00000278,BIZ-00212,Ontario Business 268,Non-Profit,Mining,3446497.51,439409.36,2024-01-20,2025-07-01,Durham,4054,$25-100M,Exempt,Yes,872642369RC0001,2026-05-01
