STUDENT_ID,SCHOOL_ID,SCHOOL_NAME,SCHOOL_BOARD,GRADE_LEVEL,MATH_SCORE,READING_SCORE,GRADUATION_RATE,ATTENDANCE_RATE,POSTAL_CODE,REGION,PROGRAM_TYPE,SPECIAL_EDUCATION,ESL_FLAG,INDIGENOUS_FLAG,SOCIOECONOMIC_INDEX,LAST_UPDATED
STU-0000189,School_061,Birch Park SS,TDSB,11,59,73,0.754,0.526,P8O,Central,Regular,No,Yes,Yes,4.5,2026-05-29
STU-0000190,School_023,Maple Ridge SS,YRDSB,8,92,78,0.772,0.542,N5H,GTA,STEM,Yes,No,Yes,6.7,2026-05-08
STU-0000191,School_069,Elm Creek SS,WRDSB,5,63,96,0.931,0.832,N0H,GTA,French Immersion,No,No,No,9.8,2026-03-04
STU-0000192,School_077,Maple Hill SS,WRDSB,4,95,85,0.617,0.615,M3I,Durham,AP,No,Yes,No,9.7,2026-03-11
STU-0000193,School_099,Birch Creek PS,DDSB,3,59,85,0.646,0.614,P4A,Ottawa,Regular,No,Yes,No,3.7,2026-05-16
STU-0000194,School_065,Maple Hill CI,OCDSB,8,67,54,0.775,0.854,P6F,Durham,STEM,Yes,No,Yes,6.7,2026-06-10
STU-0000195,School_079,Pine Valley SS,PDSB,5,62,51,0.975,0.97,P9C,Southwestern,French Immersion,Yes,Yes,No,6.9,2026-04-15
STU-0000196,School_025,Birch Creek SS,WRDSB,8,60,76,0.733,0.756,L6D,Southwestern,Regular,Yes,No,No,6.8,2026-01-07
STU-0000197,School_052,Maple Hill SS,HWDSB,3,62,75,0.898,0.949,P7J,Durham,AP,No,Yes,No,1.7,2026-04-17
STU-0000198,School_080,Elm Creek PS,DDSB,8,68,55,0.829,0.719,P3I,Ottawa,French Immersion,No,Yes,No,3.6,2026-05-03
STU-0000199,School_028,Maple Ridge PS,PDSB,1,50,60,0.886,0.945,P6K,Hamilton,STEM,Yes,No,No,9.8,2026-06-22
STU-0000200,School_026,Pine Hill SS,OCDSB,12,97,85,0.604,0.52,N5O,Durham,IB,No,No,No,2.3,2026-04-23
STU-0000201,School_014,Oak Hill PS,WRDSB,1,46,54,0.918,0.591,L3O,Eastern,French Immersion,No,No,Yes,3.2,2026-04-23
STU-0000202,School_047,Oak Valley PS,DDSB,6,91,88,0.925,0.631,P2B,Durham,AP,No,No,Yes,2.1,2026-03-03
STU-0000203,School_026,Elm Park SS,HWDSB,11,67,63,0.869,0.984,L3F,Hamilton,AP,Yes,No,No,7.1,2026-03-31
STU-0000204,School_010,Pine Valley PS,HDSB,1,57,87,0.796,0.685,K1H,Durham,IB,Yes,No,No,1.7,2026-07-30
STU-0000205,School_010,Oak Park CI,WRDSB,6,71,98,0.782,0.836,M2O,Central,STEM,Yes,Yes,Yes,2.0,2026-05-18
STU-0000206,School_014,Birch Park PS,DDSB,3,74,61,0.962,0.965,K0E,Ottawa,Regular,No,Yes,Yes,5.6,2026-05-03
STU-0000207,School_064,Birch Creek PS,HDSB,5,61,66,0.695,0.734,K7F,Durham,French Immersion,Yes,Yes,No,7.8,2026-04-18
STU-0000208,School_028,Oak Creek SS,PDSB,7,43,49,0.66,0.725,L2C,Hamilton,Arts,Yes,No,No,9.4,2026-01-15
STU-0000209,School_098,Pine Hill CI,PDSB,12,82,75,0.902,0.584,L1E,Ottawa,French Immersion,Yes,Yes,No,3.0,2026-02-19
STU-0000210,School_028,Pine Ridge PS,OCDSB,7,95,56,0.655,0.505,M1P,Southwestern,French Immersion,No,Yes,No,7.2,2026-05-03
STU-0000211,School_031,Birch Valley PS,HWDSB,7,70,97,0.616,0.713,P0L,Niagara,Regular,No,Yes,No,9.7,2026-03-21
STU-0000212,School_002,Birch Park SS,HDSB,12,46,41,0.614,0.722,N8N,Durham,AP,No,Yes,Yes,4.9,2026-06-08
STU-0000213,School_007,Oak Park CI,HWDSB,12,72,98,0.822,0.936,L3M,Hamilton,AP,Yes,Yes,No,2.5,2026-05-19
STU-0000214,School_058,Oak Ridge SS,HDSB,11,53,46,0.909,0.778,K9D,Eastern,Regular,Yes,Yes,No,7.8,2026-04-25
STU-0000215,School_073,Oak Ridge SS,YRDSB,12,96,48,0.662,0.986,K5I,Southwestern,AP,Yes,No,No,7.8,2026-06-21
STU-0000216,School_079,Elm Valley SS,YRDSB,10,46,78,0.788,0.935,N3G,GTA,French Immersion,No,Yes,No,7.9,2026-06-08
STU-0000217,School_072,Pine Park CI,YRDSB,8,84,77,0.7,0.831,L7D,Niagara,AP,No,No,No,7.9,2026-04-03
STU-0000218,School_082,Cedar Park CI,HWDSB,12,41,78,0.909,0.752,M8C,Central,IB,Yes,No,No,1.5,2026-02-21
STU-0000219,School_028,Elm Park CI,YRDSB,11,50,67,0.973,0.885,M8L,Waterloo,IB,No,Yes,No,7.8,2026-06-03
STU-0000220,School_047,Cedar Valley CI,OCDSB,9,46,64,0.984,0.868,L9N,GTA,IB,Yes,No,No,1.7,2026-04-17
STU-0000221,School_076,Cedar Ridge CI,PDSB,10,71,64,0.778,0.938,K1J,Durham,Regular,Yes,No,No,9.4,2026-07-31
STU-0000222,School_076,Pine Ridge PS,DDSB,11,95,41,0.87,0.921,N5C,Central,AP,Yes,Yes,No,3.3,2026-06-22
STU-0000223,School_015,Elm Creek PS,DDSB,4,64,49,0.769,0.796,N3K,Niagara,Arts,Yes,No,No,4.4,2026-03-30
STU-0000224,School_053,Elm Ridge SS,WRDSB,9,98,46,0.829,0.962,M1D,Hamilton,Regular,No,Yes,Yes,9.4,2026-05-03
STU-0000225,School_054,Pine Valley CI,YRDSB,1,65,69,0.739,0.632,L0P,Ottawa,French Immersion,No,Yes,No,5.9,2026-05-20
STU-0000226,School_061,Maple Valley PS,OCDSB,9,70,62,0.698,0.575,P9A,GTA,IB,No,No,No,1.6,2026-05-13
STU-0000227,School_019,Elm Creek SS,HWDSB,1,60,42,0.709,0.77,P1P,Eastern,STEM,Yes,Yes,No,7.5,2026-06-23
STU-0000228,School_062,Birch Ridge CI,HDSB,1,57,46,0.896,0.737,K9I,Eastern,French Immersion,Yes,No,No,4.8,2026-06-13
STU-0000229,School_069,Oak Creek PS,HDSB,4,43,80,0.941,0.741,P3O,GTA,AP,Yes,No,No,8.1,2026-04-18
STU-0000230,School_062,Pine Creek SS,TDSB,11,43,85,0.862,0.739,P9H,Hamilton,IB,No,Yes,No,8.9,2026-07-02
STU-0000231,School_065,Pine Park PS,PDSB,7,65,90,0.931,0.528,K4I,Durham,IB,No,No,Yes,6.7,2026-04-24
STU-0000232,School_060,Maple Ridge PS,HWDSB,1,51,90,0.71,0.988,P8C,Eastern,STEM,Yes,Yes,No,7.4,2026-02-07
STU-0000233,School_093,Elm Park SS,DDSB,3,51,66,0.965,0.656,L8H,Ottawa,IB,Yes,Yes,No,1.3,2026-01-29
STU-0000234,School_013,Cedar Creek SS,DDSB,2,94,59,0.736,0.53,P5I,Waterloo,STEM,Yes,Yes,No,7.7,2026-04-21
STU-0000235,School_056,Birch Hill CI,TDSB,2,61,98,0.756,0.558,K7O,GTA,STEM,Yes,No,No,5.6,2026-06-01
STU-0000236,School_021,Elm Hill CI,WRDSB,5,65,52,0.724,0.667,M1B,Ottawa,AP,Yes,Yes,No,5.3,2026-03-31
STU-0000237,School_063,Cedar Valley CI,HDSB,6,52,54,0.684,0.82,N5O,Eastern,French Immersion,No,No,Yes,2.1,2026-02-08
STU-0000238,School_094,Birch Creek CI,WRDSB,6,51,100,0.893,0.695,P3H,Durham,Arts,No,No,No,9.6,2026-05-31
STU-0000239,School_096,Cedar Hill SS,OCDSB,8,79,40,0.813,0.621,K8C,Niagara,Arts,No,No,Yes,5.0,2026-02-28
STU-0000240,School_089,Birch Creek SS,DDSB,6,75,78,0.842,0.557,K5J,Niagara,STEM,No,No,No,2.3,2026-05-26
STU-0000241,School_059,Pine Valley CI,HWDSB,10,91,82,0.904,0.781,N0C,GTA,French Immersion,No,No,No,6.6,2026-07-09
STU-0000242,School_057,Elm Ridge CI,HDSB,2,58,67,0.802,0.787,P6G,Northern,AP,No,No,No,9.4,2026-03-26
STU-0000243,School_048,Pine Hill CI,HWDSB,5,99,75,0.707,0.604,K8K,Central,IB,No,No,No,6.1,2026-02-02
STU-0000244,School_069,Elm Creek SS,TDSB,10,50,87,0.757,0.783,P1E,Ottawa,Regular,No,No,No,8.4,2026-06-04
STU-0000245,School_082,Elm Valley CI,DDSB,8,83,74,0.969,0.693,L0L,Northern,IB,No,Yes,Yes,8.7,2026-01-02
STU-0000246,School_007,Maple Hill PS,PDSB,1,89,97,0.776,0.952,K6B,GTA,Arts,Yes,Yes,No,1.7,2026-05-15
STU-0000247,School_006,Cedar Valley CI,WRDSB,11,86,58,0.894,0.627,K2M,Waterloo,AP,No,Yes,No,4.5,2026-05-20
STU-0000248,School_050,Oak Hill CI,YRDSB,4,56,61,0.88,0.657,L7A,Niagara,Regular,No,Yes,No,3.8,2026-04-24
STU-0000249,School_015,Oak Creek CI,HDSB,10,40,46,0.631,0.856,K1K,Durham,Arts,No,Yes,Yes,3.5,2026-06-22
STU-0000250,School_006,Elm Valley CI,HWDSB,2,63,48,0.682,0.682,L3F,Northern,Regular,Yes,Yes,No,9.2,2026-07-29
STU-0000251,School_095,Pine Creek CI,HWDSB,10,45,90,0.834,0.974,M1E,Durham,IB,Yes,Yes,No,2.3,2026-02-26
STU-0000252,School_034,Elm Park SS,HDSB,8,80,99,0.873,0.888,L2M,Durham,Arts,Yes,Yes,No,8.5,2026-05-11
STU-0000253,School_011,Pine Park PS,HWDSB,9,51,77,0.631,0.708,P8B,Southwestern,Arts,Yes,Yes,No,10.0,2026-01-01
STU-0000254,School_084,Maple Hill SS,PDSB,10,86,69,0.775,0.89,L4H,Southwestern,AP,Yes,Yes,No,7.1,2026-02-25
STU-0000255,School_072,Birch Hill SS,DDSB,6,40,62,0.76,0.854,K0E,Southwestern,IB,No,No,No,5.7,2026-03-29
STU-0000256,School_075,Pine Valley CI,DDSB,3,99,100,0.865,0.593,L2B,Waterloo,Regular,No,Yes,No,5.8,2026-07-02
STU-0000257,School_038,Oak Valley CI,PDSB,4,86,98,0.981,0.932,M7P,Northern,French Immersion,No,No,Yes,9.3,2026-03-13
STU-0000258,School_098,Cedar Valley PS,OCDSB,8,73,75,0.932,0.972,L5H,GTA,IB,Yes,No,No,4.4,2026-07-03
STU-0000259,School_041,Oak Park SS,OCDSB,5,90,78,0.661,0.686,P7N,Southwestern,Regular,Yes,No,No,3.3,2026-06-07
STU-0000260,School_004,Maple Ridge SS,WRDSB,11,48,86,0.692,0.86,M1J,Ottawa,IB,No,Yes,Yes,7.8,2026-07-19
STU-0000261,School_015,Cedar Ridge SS,HDSB,9,93,64,0.632,0.576,L8O,Niagara,AP,Yes,No,Yes,9.0,2026-01-22
STU-0000262,School_011,Birch Ridge PS,OCDSB,4,64,89,0.9,0.687,N8N,Eastern,Regular,No,Yes,Yes,6.7,2026-02-23
STU-0000263,School_100,Elm Hill CI,YRDSB,12,75,75,0.973,0.723,M3H,Northern,French Immersion,Yes,No,No,6.1,2026-03-28
STU-0000264,School_069,Cedar Park CI,PDSB,8,42,60,0.814,0.508,M7D,Southwestern,AP,Yes,Yes,Yes,6.6,2026-03-30
STU-0000265,School_066,Cedar Valley SS,WRDSB,2,89,45,0.845,0.882,P7H,GTA,French Immersion,Yes,Yes,No,8.7,2026-07-21
STU-0000266,School_074,Cedar Creek PS,WRDSB,12,95,67,0.895,0.986,M0O,Niagara,IB,Yes,Yes,No,8.6,2026-01-27
STU-0000267,School_037,Oak Park PS,OCDSB,11,49,56,0.88,0.932,P5D,Central,French Immersion,No,Yes,Yes,8.0,2026-02-15
STU-0000268,School_040,Maple Creek SS,DDSB,3,86,65,0.61,0.699,L4G,Ottawa,Regular,Yes,Yes,No,9.3,2026-04-23
STU-0000269,School_062,Pine Hill CI,PDSB,10,88,56,0.667,0.58,L2F,GTA,IB,Yes,Yes,Yes,6.7,2026-04-10
STU-0000270,School_023,Oak Hill SS,TDSB,5,97,68,0.812,0.972,N3J,Central,AP,Yes,No,No,7.0,2026-02-07
STU-0000271,School_093,Cedar Ridge CI,WRDSB,10,78,75,0.801,0.957,L1D,Hamilton,AP,Yes,No,No,4.6,2026-04-20
STU-0000272,School_022,Pine Creek PS,HDSB,8,50,58,0.724,0.908,L1L,Eastern,Arts,No,No,Yes,5.7,2026-04-15
STU-0000273,School_006,Pine Creek CI,WRDSB,1,80,44,0.818,0.544,L9N,Durham,AP,Yes,No,No,3.8,2026-01-23
STU-0000274,School_067,Birch Hill CI,HWDSB,5,79,86,0.677,0.546,N7L,Central,STEM,Yes,Yes,Yes,9.3,2026-06-06
STU-0000275,School_026,Birch Creek CI,OCDSB,10,63,64,0.675,0.809,N3M,Hamilton,Arts,Yes,Yes,No,9.2,2026-02-14
STU-0000276,School_027,Maple Park PS,PDSB,2,82,93,0.948,0.954,K4A,Southwestern,IB,No,No,Yes,8.6,2026-02-03
STU-0000277,School_097,Maple Hill CI,PDSB,3,60,77,0.748,0.891,N9L,Niagara,Regular,Yes,Yes,No,7.4,2026-03-03
STU-0000278,School_006,Maple Creek PS,YRDSB,4,53,77,0.73,0.744,L7P,Durham,Arts,No,No,No,1.9,2026-04-23
STU-0000279,School_100,Cedar Park PS,WRDSB,12,78,50,0.721,0.906,M0B,Waterloo,AP,Yes,Yes,No,1.8,2026-01-18
STU-0000280,School_081,Oak Ridge SS,OCDSB,1,66,64,0.923,0.544,K0C,Ottawa,STEM,No,No,No,2.0,2026-07-22
STU-0000281,School_096,Birch Creek CI,HWDSB,5,68,69,0.686,0.529,M0M,GTA,Regular,Yes,Yes,No,6.3,2026-02-27
STU-0000282,School_062,Maple Ridge PS,OCDSB,5,60,63,0.738,0.79,M3E,Northern,STEM,Yes,No,No,9.9,2026-03-27
STU-0000283,School_006,Birch Creek PS,PDSB,8,80,93,0.881,0.527,L6J,Waterloo,STEM,Yes,No,No,5.0,2026-05-20
STU-0000284,School_099,Birch Park SS,PDSB,5,80,53,0.738,0.588,M4L,Ottawa,IB,Yes,No,No,8.3,2026-03-26
STU-0000285,School_056,Birch Park CI,YRDSB,10,70,92,0.845,0.632,K0E,Hamilton,Arts,Yes,Yes,No,7.5,2026-03-20
STU-0000286,School_043,Cedar Hill CI,DDSB,2,50,41,0.746,0.519,P3J,Central,STEM,No,No,No,9.0,2026-03-29
STU-0000287,School_040,Maple Valley CI,OCDSB,2,58,83,0.767,0.973,N8C,Durham,STEM,No,Yes,No,6.5,2026-04-05
STU-0000288,School_083,Cedar Creek SS,HDSB,7,95,62,0.601,0.649,N7I,Southwestern,STEM,No,Yes,Yes,3.2,2026-07-24
STU-0000289,School_065,Cedar Ridge CI,OCDSB,4,67,51,0.96,0.747,P4E,Eastern,AP,No,Yes,No,6.7,2026-05-02
STU-0000290,School_091,Maple Ridge SS,HDSB,11,94,54,0.661,0.777,N1G,Durham,Regular,No,Yes,Yes,7.1,2026-01-14
STU-0000291,School_017,Birch Ridge CI,HWDSB,11,58,86,0.602,0.601,K7K,Niagara,French Immersion,No,Yes,No,7.6,2026-07-10
STU-0000292,School_038,Oak Creek PS,OCDSB,7,69,56,0.875,0.9,M8E,Niagara,STEM,Yes,No,No,6.3,2026-05-12
STU-0000293,School_096,Maple Ridge CI,HWDSB,2,89,46,0.77,0.943,K4A,Eastern,AP,Yes,Yes,No,1.1,2026-02-06
STU-0000294,School_061,Birch Hill SS,HDSB,12,62,84,0.804,0.792,N5L,Northern,Arts,Yes,Yes,No,2.0,2026-06-04
STU-0000295,School_084,Oak Creek CI,YRDSB,4,63,63,0.673,0.547,K5N,Northern,AP,No,Yes,No,8.6,2026-03-25
STU-0000296,School_081,Maple Park SS,YRDSB,11,43,46,0.619,0.703,K2B,GTA,Regular,No,Yes,Yes,6.5,2026-06-17
STU-0000297,School_069,Elm Creek PS,YRDSB,12,87,42,0.791,0.595,K5N,Niagara,Regular,No,Yes,Yes,4.5,2026-01-29
STU-0000298,School_034,Maple Valley SS,HWDSB,11,58,83,0.649,0.958,M1K,Northern,French Immersion,Yes,Yes,No,5.8,2026-07-31
STU-0000299,School_098,Pine Hill SS,OCDSB,8,70,64,0.739,0.839,P2L,Eastern,French Immersion,No,Yes,No,8.8,2026-03-10
STU-0000300,School_089,Cedar Park CI,DDSB,8,64,51,0.717,0.789,P8N,Ottawa,Arts,No,No,No,5.7,2026-06-22
STU-0000301,School_024,Birch Hill SS,TDSB,3,98,67,0.652,0.657,L2E,Southwestern,STEM,Yes,Yes,No,8.9,2026-02-03
STU-0000302,School_007,Birch Valley CI,WRDSB,12,82,67,0.634,0.51,N2F,Niagara,STEM,No,Yes,No,1.1,2026-07-10
STU-0000303,School_054,Cedar Creek SS,OCDSB,6,97,42,0.931,0.667,K9O,Central,IB,Yes,Yes,No,2.0,2026-06-27
STU-0000304,School_056,Oak Hill CI,DDSB,12,83,87,0.905,0.56,L3J,Niagara,Arts,No,No,No,5.7,2026-04-29
STU-0000305,School_028,Cedar Park CI,OCDSB,8,87,67,0.768,0.532,K1P,Niagara,Regular,No,No,No,7.6,2026-01-01
STU-0000306,School_035,Elm Creek SS,TDSB,9,68,50,0.954,0.82,M1A,Niagara,AP,No,No,No,6.9,2026-01-09
STU-0000307,School_046,Cedar Hill PS,TDSB,12,82,98,0.625,0.721,K8K,Niagara,IB,Yes,Yes,No,8.0,2026-06-10
STU-0000308,School_031,Birch Hill SS,HWDSB,5,66,61,0.611,0.884,K2J,GTA,French Immersion,Yes,No,Yes,7.3,2026-01-12
STU-0000309,School_071,Birch Park CI,WRDSB,12,80,51,0.691,0.935,L8G,Hamilton,STEM,No,Yes,No,6.7,2026-01-13
STU-0000310,School_067,Birch Ridge CI,HWDSB,12,82,88,0.755,0.646,N7I,Niagara,STEM,Yes,Yes,Yes,6.8,2026-05-24
STU-0000311,School_035,Oak Creek CI,TDSB,2,67,89,0.918,0.819,L8P,Central,Regular,No,No,Yes,9.5,2026-02-05
STU-0000312,School_041,Oak Hill PS,DDSB,12,80,72,0.851,0.52,L4C,Waterloo,IB,No,Yes,Yes,9.2,2026-04-29
STU-0000313,School_038,Birch Park PS,HWDSB,6,57,56,0.838,0.846,L3B,Central,Arts,Yes,Yes,No,4.3,2026-02-16
STU-0000314,School_085,Cedar Park PS,TDSB,9,78,86,0.679,0.829,N5K,Waterloo,Arts,No,Yes,No,7.1,2026-04-19
STU-0000315,School_099,Pine Valley PS,YRDSB,8,52,73,0.789,0.52,N8O,Eastern,AP,Yes,Yes,No,5.6,2026-04-25
STU-0000316,School_059,Pine Park SS,WRDSB,9,87,96,0.908,0.559,N6D,Hamilton,French Immersion,No,No,No,2.6,2026-07-26
STU-0000317,School_010,Birch Creek PS,WRDSB,4,46,62,0.941,0.501,P7B,Hamilton,Regular,Yes,Yes,Yes,7.9,2026-06-14
STU-0000318,School_100,Oak Park CI,OCDSB,6,42,79,0.977,0.701,P3A,Eastern,Arts,No,Yes,Yes,8.7,2026-05-24
STU-0000319,School_079,Elm Creek CI,HWDSB,3,74,98,0.7,0.521,M7E,Niagara,STEM,Yes,Yes,No,2.5,2026-03-08
STU-0000320,School_014,Birch Hill PS,TDSB,11,96,51,0.65,0.673,M6H,Eastern,STEM,No,No,No,7.7,2026-03-18
STU-0000321,School_024,Elm Hill PS,DDSB,6,74,84,0.945,0.8,M1H,Ottawa,Regular,Yes,Yes,No,2.3,2026-04-26
STU-0000322,School_003,Oak Park SS,PDSB,9,80,57,0.719,0.528,L3A,Hamilton,IB,No,No,Yes,4.0,2026-06-11
STU-0000323,School_100,Elm Park CI,DDSB,9,64,93,0.719,0.658,N4M,Central,Regular,No,Yes,No,1.8,2026-06-21
STU-0000324,School_032,Pine Hill CI,PDSB,11,67,49,0.982,0.757,L8H,Central,AP,No,Yes,Yes,10.0,2026-05-22
STU-0000325,School_099,Maple Creek PS,TDSB,3,90,65,0.651,0.969,K3E,Waterloo,AP,Yes,Yes,Yes,1.1,2026-01-11
STU-0000326,School_058,Birch Hill SS,WRDSB,8,53,94,0.836,0.659,P0A,Durham,STEM,Yes,No,No,3.7,2026-07-07
STU-0000327,School_012,Cedar Hill SS,OCDSB,12,55,97,0.609,0.969,P9J,Niagara,AP,No,Yes,Yes,6.3,2026-06-02
STU-0000328,School_060,Birch Creek PS,DDSB,9,80,89,0.707,0.638,M7N,Central,Regular,Yes,No,Yes,2.5,2026-01-21
STU-0000329,School_078,Oak Hill SS,PDSB,3,69,44,0.835,0.539,P8I,Southwestern,AP,No,Yes,No,6.7,2026-05-16
STU-0000330,School_072,Oak Ridge SS,OCDSB,4,57,53,0.623,0.521,K2L,Northern,Arts,No,No,Yes,1.1,2026-04-05
STU-0000331,School_021,Pine Hill SS,WRDSB,5,69,79,0.879,0.787,P1K,GTA,Regular,Yes,Yes,No,5.6,2026-02-13
STU-0000332,School_013,Maple Ridge PS,WRDSB,8,40,96,0.646,0.699,L4D,Durham,French Immersion,No,Yes,No,6.6,2026-07-26
STU-0000333,School_028,Maple Ridge CI,YRDSB,11,86,45,0.822,0.609,M4C,Ottawa,Regular,Yes,No,Yes,7.0,2026-04-16
STU-0000334,School_061,Birch Creek SS,YRDSB,5,93,83,0.836,0.749,N1J,GTA,IB,Yes,Yes,Yes,4.8,2026-02-23
STU-0000335,School_028,Pine Hill PS,YRDSB,7,55,53,0.946,0.615,K3P,Eastern,AP,Yes,No,No,3.4,2026-05-17
STU-0000336,School_075,Birch Creek PS,DDSB,9,97,71,0.72,0.634,L3D,Northern,IB,Yes,No,No,6.6,2026-07-24
STU-0000337,School_014,Elm Ridge SS,HDSB,11,41,58,0.769,0.888,M0D,Southwestern,Arts,Yes,Yes,No,5.4,2026-05-26
STU-0000338,School_082,Pine Ridge PS,YRDSB,3,47,95,0.751,0.618,L7O,Niagara,Regular,No,No,No,10.0,2026-07-25
STU-0000339,School_029,Pine Park CI,PDSB,4,64,56,0.907,0.62,M1M,Waterloo,STEM,No,No,No,6.1,2026-06-10
STU-0000340,School_056,Cedar Valley SS,HWDSB,5,81,71,0.938,0.516,L9F,Hamilton,Arts,Yes,Yes,No,7.7,2026-06-07
STU-0000341,School_064,Pine Valley CI,TDSB,7,65,76,0.613,0.706,N4G,GTA,IB,No,No,No,9.4,2026-06-09
STU-0000342,School_064,Cedar Hill SS,HDSB,7,42,66,0.79,0.83,M1F,Durham,Regular,Yes,Yes,No,2.8,2026-05-23
STU-0000343,School_011,Maple Hill CI,OCDSB,12,81,63,0.872,0.992,K4H,Niagara,IB,No,No,Yes,2.6,2026-02-01
STU-0000344,School_083,Cedar Valley CI,HWDSB,7,61,93,0.822,0.667,N9P,Ottawa,IB,No,No,No,3.4,2026-05-28
STU-0000345,School_039,Pine Valley CI,OCDSB,6,88,100,0.619,0.773,K3M,Hamilton,Arts,Yes,Yes,No,8.7,2026-02-19
STU-0000346,School_047,Pine Creek SS,HDSB,8,49,99,0.842,0.907,P7E,Central,AP,Yes,No,No,4.7,2026-06-19
STU-0000347,School_049,Oak Creek CI,WRDSB,11,42,63,0.723,0.743,P5G,Waterloo,French Immersion,Yes,Yes,No,8.3,2026-03-04
STU-0000348,School_090,Cedar Hill SS,HWDSB,11,71,69,0.631,0.962,N1H,Durham,Regular,No,No,Yes,1.5,2026-02-16
STU-0000349,School_066,Birch Hill SS,HWDSB,4,74,54,0.951,0.935,M4B,Southwestern,AP,No,Yes,No,9.6,2026-02-09
STU-0000350,School_030,Cedar Park PS,HWDSB,10,52,54,0.932,0.834,N5O,Southwestern,IB,No,Yes,No,6.9,2026-04-27
STU-0000351,School_035,Oak Valley SS,HDSB,3,41,56,0.963,0.785,L5G,GTA,French Immersion,No,Yes,No,4.5,2026-05-18
STU-0000352,School_061,Birch Ridge CI,PDSB,4,79,62,0.964,0.622,P5I,Eastern,French Immersion,No,No,No,9.3,2026-05-13
STU-0000353,School_082,Elm Hill CI,HWDSB,3,87,98,0.6,0.695,N2D,Niagara,French Immersion,No,No,No,5.0,2026-05-17
STU-0000354,School_033,Oak Park SS,DDSB,9,62,40,0.814,0.524,N1B,Central,STEM,No,Yes,No,6.9,2026-03-25
STU-0000355,School_019,Birch Park SS,PDSB,6,77,65,0.725,0.614,M0L,Ottawa,Regular,No,No,No,8.8,2026-05-13
STU-0000356,School_070,Cedar Ridge PS,OCDSB,3,64,61,0.739,0.835,P9G,Eastern,Regular,Yes,Yes,Yes,9.0,2026-07-08
STU-0000357,School_046,Oak Valley PS,TDSB,6,98,45,0.766,0.705,L2G,Southwestern,French Immersion,Yes,No,No,4.1,2026-04-27
STU-0000358,School_038,Birch Creek CI,PDSB,7,92,58,0.867,0.652,N2I,Eastern,STEM,Yes,No,No,4.0,2026-01-04
STU-0000359,School_031,Pine Hill PS,WRDSB,7,51,62,0.941,0.787,L4D,Northern,Arts,Yes,No,No,1.1,2026-06-23
STU-0000360,School_097,Pine Valley SS,TDSB,11,41,77,0.719,0.727,P0I,Ottawa,Regular,No,No,No,9.9,2026-07-27
STU-0000361,School_028,Oak Creek SS,PDSB,6,81,69,0.705,0.714,N7A,Durham,French Immersion,Yes,Yes,No,4.9,2026-08-01
STU-0000362,School_084,Pine Valley CI,TDSB,8,86,90,0.66,0.912,P9L,Central,French Immersion,Yes,No,No,9.6,2026-07-01
STU-0000363,School_030,Maple Park CI,HDSB,11,61,63,0.969,0.683,N8I,Ottawa,French Immersion,Yes,No,No,4.5,2026-06-01
STU-0000364,School_091,Birch Creek PS,DDSB,12,65,78,0.925,0.942,M2G,Central,French Immersion,No,No,No,8.0,2026-04-08
STU-0000365,School_056,Cedar Valley CI,PDSB,6,80,91,0.812,0.634,N1I,Hamilton,Arts,No,No,Yes,6.4,2026-07-07
STU-0000366,School_092,Birch Hill SS,YRDSB,12,63,47,0.746,0.948,M3K,GTA,Arts,Yes,No,No,1.3,2026-05-02
STU-0000367,School_068,Pine Park CI,YRDSB,5,45,47,0.916,0.683,P9F,Hamilton,STEM,Yes,Yes,No,6.4,2026-07-20
STU-0000368,School_020,Maple Creek PS,TDSB,3,58,60,0.612,0.691,L8M,Southwestern,IB,Yes,No,No,1.9,2026-04-28
STU-0000369,School_062,Pine Valley SS,TDSB,3,45,79,0.792,0.531,K0N,Eastern,IB,Yes,Yes,No,3.8,2026-05-12
STU-0000370,School_055,Oak Park PS,DDSB,3,46,53,0.818,0.711,L1O,Ottawa,IB,No,No,Yes,8.1,2026-01-18
STU-0000371,School_032,Birch Park SS,YRDSB,9,57,63,0.816,0.544,K4I,Eastern,Arts,Yes,Yes,Yes,6.9,2026-07-26
STU-0000372,School_033,Pine Creek CI,PDSB,12,73,84,0.839,0.659,P1E,Eastern,STEM,No,No,No,9.5,2026-04-29
STU-0000373,School_077,Cedar Hill PS,YRDSB,12,40,81,0.79,0.517,P9B,Eastern,French Immersion,Yes,No,No,1.9,2026-07-23
STU-0000374,School_086,Pine Hill CI,HDSB,8,67,78,0.807,0.835,N1H,Waterloo,Regular,No,Yes,No,3.3,2026-03-12
STU-0000375,School_006,Maple Valley CI,OCDSB,8,52,45,0.743,0.575,K5O,GTA,AP,No,No,Yes,2.6,2026-03-08
STU-0000376,School_035,Elm Park PS,TDSB,10,73,47,0.715,0.559,L4B,Central,STEM,Yes,Yes,No,1.8,2026-04-21
STU-0000377,School_065,Pine Hill SS,OCDSB,10,55,61,0.987,0.562,N3O,Northern,Regular,Yes,Yes,No,5.0,2026-04-10
STU-0000378,School_041,Elm Park CI,WRDSB,9,42,67,0.677,0.828,L4M,Durham,Regular,Yes,Yes,No,1.2,2026-01-06
STU-0000379,School_024,Cedar Ridge CI,OCDSB,11,67,42,0.642,0.931,P0H,Durham,Regular,No,No,Yes,8.9,2026-05-07
